"state","county","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
MI,"Benzie",45.7,111,2.9,42.8
MI,"Berrien",50.5,108,1.9,48.6
MI,"Branch",49.1,102,1.6,47.5
MI,"Calhoun",48.9,104,1.9,47
MI,"Cass",49.9,110,2.1,47.8
MI,"Charlevoix",44.6,101,1.8,42.8
MI,"Cheboygan",43.8,101,1.8,42
MI,"Chippewa",41.5,102,1.8,39.7
MI,"Clare",45.9,111,2.5,43.4
MI,"Clinton",48.6,108,2.0,46.6
MI,"Crawford",43.8,103,1.9,41.9
MI,"Delta",42.2,93,1.2,41
MI,"Dickinson",41.0,100,1.6,39.4
MI,"Eaton",48.6,107,1.9,46.7
MI,"Emmet",44.0,103,2.1,41.9
MI,"Genesee",48.8,116,2.6,46.2
MI,"Gladwin",46.9,111,2.5,44.4
MI,"Gogebic",39.5,91,1.1,38.4
MI,"Grand Traverse",45.6,110,2.9,42.7
MI,"Gratiot",48.6,115,2.6,46
MI,"Hillsdale",48.9,106,1.9,47
MI,"Houghton",41.3,106,2.1,39.2
MI,"Huron",47.5,115,2.8,44.7
MI,"Ingham",48.5,110,2.1,46.4
MI,"Ionia",48.3,105,1.9,46.4
MI,"Iosco",46.0,112,2.6,43.4
MI,"Iron",39.4,99,1.5,37.9
MI,"Isabella",47.6,115,2.8,44.8
MI,"Jackson",48.6,106,2.0,46.6
MI,"Kalamazoo",49.5,107,2.0,47.5
MI,"Kalkaska",44.5,107,2.3,42.2
MI,"Kent",48.2,103,1.9,46.3
MI,"Keweenaw",41.1,108,2.4,38.7
MI,"Lake",46.0,103,2.0,44
MI,"Lapeer",48.8,116,2.9,45.9
MI,"Leelanau",45.6,110,2.8,42.8
MI,"Lenawee",50.0,110,2.2,47.8
MI,"Livingston",48.6,115,2.5,46.1
MI,"Luce",40.7,97,1.3,39.4
MI,"Mackinac",42.0,101,1.7,40.3
MI,"Macomb",50.5,117,2.9,47.6
MI,"Manistee",46.1,111,2.5,43.6
MI,"Marquette",40.2,96,1.4,38.8
MI,"Mason",46.6,108,2.0,44.6
MI,"Mecosta",46.4,109,2.1,44.3
MI,"Menominee",42.8,98,1.4,41.4
MI,"Midland",48.4,115,2.8,45.6
MI,"Missaukee",44.7,109,2.4,42.3
MI,"Monroe",51.5,117,2.8,48.7
MI,"Montcalm",47.5,112,2.3,45.2
MI,"Montmorency",43.8,100,1.8,42
MI,"Muskegon",48.4,108,2.3,46.1
MI,"Newaygo",47.0,105,2.0,45
MI,"Oakland",49.4,116,2.9,46.5
MI,"Oceana",47.1,108,2.2,44.9
MI,"Ogemaw",45.4,112,2.6,42.8
MI,"Ontonagon",40.8,99,1.6,39.2
MI,"Osceola",45.2,109,2.2,43
MI,"Oscoda",44.2,106,2.2,42
MI,"Otsego",43.0,100,1.6,41.4
MI,"Ottawa",49.1,106,1.9,47.2
MI,"Presque Isle",44.1,102,2.0,42.1
MI,"Roscommon",45.0,112,2.6,42.4
MI,"Saginaw",48.9,116,2.7,46.2
MI,"St. Clair",49.9,117,2.9,47
MI,"St. Joseph",49.6,103,1.7,47.9
MI,"Sanilac",48.3,114,2.8,45.5
MI,"Schoolcraft",41.7,90,1.0,40.7
MI,"Shiawassee",48.5,109,2.1,46.4
MI,"Tuscola",48.5,116,2.8,45.7
MI,"Van Buren",50.0,108,2.0,48
MI,"Washtenaw",49.3,115,2.5,46.8
MI,"Wayne",51.0,116,2.8,48.2
MI,"Wexford",45.0,110,2.5,42.5
MN,"Aitkin",40.3,98,1.7,38.6
MN,"Anoka",44.6,101,1.5,43.1
MN,"Becker",39.5,83,0.7,38.8
MN,"Beltrami",38.4,86,1.2,37.2
MN,"Benton",42.9,99,1.7,41.2
MN,"Big Stone",44.0,98,1.5,42.5
MN,"Blue Earth",45.2,73,0.6,44.6
MN,"Brown",45.6,93,1.2,44.4
MN,"Carlton",39.6,91,1.3,38.3
MN,"Carver",45.0,96,1.4,43.6
MN,"Cass",40.4,99,1.7,38.7
MN,"Chippewa",44.5,97,1.5,43
MN,"Chisago",43.8,98,1.4,42.4
MN,"Clay",40.9,81,0.7,40.2
MN,"Clearwater",38.2,78,0.5,37.7
MN,"Cook",36.5,94,1.2,35.3
MN,"Cottonwood",45.3,102,1.6,43.7
MN,"Crow Wing",41.7,105,2.2,39.5
MN,"Dakota",45.6,97,1.4,44.2
MN,"Dodge",44.1,89,1.1,43
MN,"Douglas",41.8,99,1.6,40.2
MN,"Faribault",45.3,77,0.6,44.7
MN,"Fillmore",44.3,82,0.7,43.6
MN,"Freeborn",44.9,90,0.9,44
MN,"Goodhue",44.9,93,1.3,43.6
MN,"Grant",42.9,99,1.9,41
MN,"Hennepin",45.2,102,1.7,43.5
MN,"Houston",46.2,98,1.4,44.8
MN,"Hubbard",39.6,87,1.3,38.3
MN,"Isanti",43.7,99,1.5,42.2
MN,"Itasca",38.7,92,1.5,37.2
MN,"Jackson",45.2,97,1.2,44
MN,"Kanabec",42.4,103,1.8,40.6
MN,"Kandiyohi",43.6,97,1.5,42.1
MN,"Kittson",39.3,105,2.6,36.7
MN,"Koochiching",37.8,86,1.3,36.5
MN,"Lac qui Parle",44.4,88,1.1,43.3
MN,"Lake",37.2,93,1.3,35.9
MN,"Lake of the Woods",38.0,96,1.8,36.2
MN,"Le Sueur",44.8,75,0.6,44.2
MN,"Lincoln",43.7,84,1.0,42.7
MN,"Lyon",44.5,81,0.8,43.7
MN,"McLeod",44.7,98,1.4,43.3
MN,"Mahnomen",38.5,69,0.2,38.3
MN,"Marshall",38.7,87,1.3,37.4
MN,"Martin",45.4,86,1.0,44.4
MN,"Meeker",43.4,90,1.1,42.3
MN,"Mille Lacs",42.6,103,2.0,40.6
MN,"Morrison",42.3,98,1.7,40.6
MN,"Mower",44.3,90,1.1,43.2
MN,"Murray",43.9,78,0.6,43.3
MN,"Nicollet",45.2,79,0.8,44.4
MN,"Nobles",44.5,74,0.6,43.9
MN,"Norman",39.6,58,0.0,39.6
MN,"Olmsted",44.1,85,0.9,43.2
MN,"Otter Tail",41.1,89,1.3,39.8
MN,"Pennington",38.0,67,0.2,37.8
MN,"Pine",41.7,105,1.9,39.8
MN,"Pipestone",44.1,86,0.9,43.2
MN,"Polk",39.0,69,0.2,38.8
MN,"Pope",43.0,103,2.0,41
MN,"Ramsey",45.4,100,1.6,43.8
MN,"Red Lake",38.3,56,-0.1,38.4
MN,"Redwood",45.1,89,1.0,44.1
MN,"Renville",44.7,89,1.1,43.6
MN,"Rice",44.7,84,0.9,43.8
MN,"Rock",45.5,97,1.3,44.2
MN,"Roseau",38.5,103,2.3,36.2
MN,"St. Louis",38.0,95,1.4,36.6
MN,"Scott",45.4,90,1.2,44.2
MN,"Sherburne",43.5,93,1.4,42.1
MN,"Sibley",45.3,98,1.3,44
MN,"Stearns",42.8,96,1.5,41.3
MN,"Steele",44.5,89,1.0,43.5
MN,"Stevens",43.4,100,1.8,41.6
MN,"Swift",44.1,102,1.8,42.3
MN,"Todd",41.6,97,1.5,40.1
MN,"Traverse",43.7,97,1.7,42
MN,"Wabasha",44.6,77,0.7,43.9
MN,"Wadena",40.8,94,1.5,39.3
MN,"Waseca",44.6,74,0.6,44
MN,"Washington",45.1,96,1.5,43.6
MN,"Watonwan",45.9,102,1.5,44.4
MN,"Wilkin",42.5,94,1.4,41.1
MN,"Winona",45.2,88,1.1,44.1
MN,"Wright",44.0,96,1.4,42.6
MN,"Yellow Medicine",44.7,87,1.0,43.7
MS,"Adams",66.0,78,0.4,65.6
MS,"Alcorn",61.0,99,1.0,60
MS,"Amite",67.3,120,1.9,65.4
MS,"Attala",63.5,92,0.9,62.6
MS,"Benton",61.0,86,0.7,60.3
MS,"Bolivar",63.7,95,0.9,62.8
MS,"Calhoun",63.0,92,0.8,62.2
MS,"Carroll",64.3,112,1.6,62.7
MS,"Chickasaw",63.6,106,1.3,62.3
MS,"Choctaw",63.1,96,1.0,62.1
MS,"Claiborne",65.8,91,0.8,65
MS,"Clarke",66.5,122,2.3,64.2
MS,"Clay",64.4,113,1.7,62.7
MS,"Coahoma",63.4,100,1.1,62.3
MS,"Copiah",66.3,112,1.5,64.8
MS,"Covington",66.5,116,1.7,64.8
MS,"DeSoto",62.0,79,0.4,61.6
MS,"Forrest",67.1,111,1.6,65.5
MS,"Franklin",66.3,110,1.1,65.2
MS,"George",67.6,113,1.7,65.9
MS,"Greene",67.1,113,1.6,65.5
MS,"Grenada",63.6,96,1.1,62.5
MS,"Hancock",68.5,122,2.0,66.5
MS,"Harrison",67.9,114,1.5,66.4
MS,"Hinds",66.4,118,1.8,64.6
MS,"Holmes",65.3,116,1.9,63.4
MS,"Humphreys",66.1,120,2.1,64
MS,"Issaquena",65.5,104,1.3,64.2
MS,"Itawamba",62.8,104,1.4,61.4
MS,"Jackson",68.4,119,1.9,66.5
MS,"Jasper",66.2,120,2.2,64
MS,"Jefferson",65.6,84,0.5,65.1
MS,"Jefferson Davis",66.6,117,1.7,64.9
MS,"Jones",66.7,115,1.7,65
MS,"Kemper",65.3,121,2.1,63.2
MS,"Lafayette",62.1,75,0.3,61.8
MS,"Lamar",67.1,113,1.6,65.5
MS,"Lauderdale",66.4,123,2.8,63.6
MS,"Lawrence",66.9,117,1.8,65.1
MS,"Leake",64.3,105,1.2,63.1
MS,"Lee",63.3,112,1.5,61.8
MS,"Leflore",65.5,121,2.3,63.2
MS,"Lincoln",66.6,117,1.7,64.9
MS,"Lowndes",64.7,113,1.7,63
MS,"Madison",65.6,109,1.5,64.1
MS,"Marion",67.4,115,1.7,65.7
MS,"Marshall",61.4,81,0.4,61
MS,"Monroe",63.8,106,1.4,62.4
MS,"Montgomery",62.8,86,0.5,62.3
MS,"Neshoba",64.6,118,1.9,62.7
MS,"Newton",65.9,123,2.6,63.3
MS,"Noxubee",64.9,117,1.8,63.1
MS,"Oktibbeha",64.5,112,1.9,62.6
MS,"Panola",62.5,76,0.4,62.1
MS,"Pearl River",67.6,119,1.8,65.8
MS,"Perry",67.1,111,1.6,65.5
MS,"Pike",67.6,122,2.3,65.3
MS,"Pontotoc",62.9,101,1.1,61.8
MS,"Prentiss",62.0,107,1.3,60.7
MS,"Quitman",63.3,94,1.0,62.3
MS,"Rankin",65.8,116,1.7,64.1
MS,"Scott",65.1,117,1.8,63.3
MS,"Sharkey",65.7,112,1.5,64.2
MS,"Simpson",66.2,118,1.8,64.4
MS,"Smith",66.0,120,1.9,64.1
MS,"Stone",67.2,111,1.4,65.8
MS,"Sunflower",64.8,113,1.6,63.2
MS,"Tallahatchie",64.1,109,1.4,62.7
MS,"Tate",62.0,74,0.2,61.8
MS,"Tippah",61.2,96,1.0,60.2
MS,"Tishomingo",61.3,104,1.2,60.1
MS,"Tunica",62.6,87,0.6,62
MS,"Union",62.3,97,1.1,61.2
MS,"Walthall",67.5,122,2.0,65.5
MS,"Warren",66.2,112,1.5,64.7
MS,"Washington",64.7,99,1.0,63.7
MS,"Wayne",66.4,115,1.5,64.9
MS,"Webster",63.0,93,0.9,62.1
MS,"Wilkinson",67.0,103,1.1,65.9
MS,"Winston",64.0,111,1.6,62.4
MS,"Yalobusha",62.8,84,0.6,62.2
MS,"Yazoo",66.2,117,1.8,64.4
MO,"Adair",52.0,92,0.9,51.1
MO,"Andrew",52.8,84,0.5,52.3
MO,"Atchison",52.5,94,1.0,51.5
MO,"Audrain",53.6,83,0.4,53.2
MO,"Barry",57.1,90,0.8,56.3
MO,"Barton",56.7,60,-0.1,56.8
MO,"Bates",56.1,84,0.5,55.6
MO,"Benton",55.6,90,0.6,55
MO,"Bollinger",56.4,74,0.3,56.1
MO,"Boone",54.8,91,0.7,54.1
MO,"Buchanan",53.5,80,0.5,53
MO,"Butler",58.2,72,0.2,58
MO,"Caldwell",53.1,89,0.7,52.4
MO,"Callaway",55.0,91,0.8,54.2
MO,"Camden",56.9,106,1.5,55.4
MO,"Cape Girardeau",56.9,86,0.8,56.1
MO,"Carroll",53.5,74,0.2,53.3
MO,"Carter",57.1,95,1.0,56.1
MO,"Cass",55.4,99,1.1,54.3
MO,"Cedar",56.8,84,0.6,56.2
MO,"Chariton",53.8,86,0.5,53.3
MO,"Christian",56.2,92,0.8,55.4
MO,"Clark",51.8,73,0.1,51.7
MO,"Clay",54.0,82,0.6,53.4
MO,"Clinton",53.0,83,0.7,52.3
MO,"Cole",56.1,94,1.0,55.1
MO,"Cooper",54.8,89,0.7,54.1
MO,"Crawford",54.7,86,0.5,54.2
MO,"Dade",56.7,82,0.5,56.2
MO,"Dallas",56.0,92,0.8,55.2
MO,"Daviess",52.4,82,0.4,52
MO,"DeKalb",52.4,81,0.4,52
MO,"Dent",54.8,75,0.3,54.5
MO,"Douglas",56.3,92,0.9,55.4
MO,"Dunklin",59.6,77,0.5,59.1
MO,"Franklin",55.1,91,0.7,54.4
MO,"Gasconade",55.0,89,0.7,54.3
MO,"Gentry",52.3,94,0.9,51.4
MO,"Greene",56.1,92,0.8,55.3
MO,"Grundy",52.3,79,0.2,52.1
MO,"Harrison",51.9,93,0.9,51
MO,"Henry",55.8,87,0.5,55.3
MO,"Hickory",56.1,89,0.7,55.4
MO,"Holt",53.1,85,0.7,52.4
MO,"Howard",54.5,91,0.8,53.7
MO,"Howell",56.9,102,1.4,55.5
MO,"Iron",54.7,78,0.4,54.3
MO,"Jackson",54.8,93,0.9,53.9
MO,"Jasper",57.5,82,0.5,57
MO,"Jefferson",56.2,98,1.1,55.1
MO,"Johnson",55.2,99,1.2,54
MO,"Knox",51.8,79,0.4,51.4
MO,"Laclede",56.3,100,1.1,55.2
MO,"Lafayette",54.4,88,0.8,53.6
MO,"Lawrence",56.5,83,0.6,55.9
MO,"Lewis",52.2,59,-0.1,52.3
MO,"Lincoln",54.4,92,0.8,53.6
MO,"Linn",52.7,79,0.2,52.5
MO,"Livingston",52.9,72,0.1,52.8
MO,"McDonald",58.5,104,1.2,57.3
MO,"Macon",52.9,91,0.8,52.1
MO,"Madison",55.2,67,0.1,55.1
MO,"Maries",56.1,97,1.0,55.1
MO,"Marion",53.0,77,0.2,52.8
MO,"Mercer",51.2,77,0.2,51
MO,"Miller",56.8,106,1.6,55.2
MO,"Mississippi",58.4,82,0.6,57.8
MO,"Moniteau",55.4,93,0.8,54.6
MO,"Monroe",53.4,84,0.5,52.9
MO,"Montgomery",54.3,89,0.7,53.6
MO,"Morgan",55.3,91,0.8,54.5
MO,"New Madrid",58.8,72,0.3,58.5
MO,"Newton",58.2,104,1.2,57
MO,"Nodaway",52.2,99,1.2,51
MO,"Oregon",57.8,111,1.7,56.1
MO,"Osage",55.8,91,0.9,54.9
MO,"Ozark",57.0,87,0.8,56.2
MO,"Pemiscot",60.0,89,0.7,59.3
MO,"Perry",55.9,83,0.5,55.4
MO,"Pettis",54.7,84,0.5,54.2
MO,"Phelps",55.8,87,0.8,55
MO,"Pike",53.5,78,0.5,53
MO,"Platte",54.4,91,0.9,53.5
MO,"Polk",56.4,96,0.9,55.5
MO,"Pulaski",56.8,105,1.4,55.4
MO,"Putnam",50.9,72,-0.0,50.9
MO,"Ralls",53.4,82,0.4,53
MO,"Randolph",54.0,96,1.0,53
MO,"Ray",53.8,86,0.6,53.2
MO,"Reynolds",55.5,89,0.7,54.8
MO,"Ripley",58.0,91,0.8,57.2
MO,"St. Charles",55.6,94,0.9,54.7
MO,"St. Clair",56.2,73,0.2,56
MO,"Ste. Genevieve",55.6,80,0.4,55.2
MO,"St. Francois",55.1,85,0.5,54.6
MO,"St. Louis",56.1,93,0.9,55.2
MO,"Saline",54.4,86,0.6,53.8
MO,"Schuyler",51.5,89,0.7,50.8
MO,"Scotland",51.6,85,0.5,51.1
MO,"Scott",58.1,87,0.8,57.3
MO,"Shannon",56.5,97,1.2,55.3
MO,"Shelby",52.3,72,0.1,52.2
MO,"Stoddard",58.1,72,0.2,57.9
MO,"Stone",57.0,84,0.7,56.3
MO,"Sullivan",51.6,73,0.1,51.5
MO,"Taney",57.3,91,0.7,56.6
MO,"Texas",55.6,87,0.7,54.9
MO,"Vernon",56.4,66,-0.1,56.5
MO,"Warren",54.8,95,1.1,53.7
MO,"Washington",54.9,87,0.7,54.2
MO,"Wayne",56.6,74,0.3,56.3
MO,"Webster",55.2,86,0.7,54.5
MO,"Worth",51.8,100,1.4,50.4
MO,"Wright",55.5,87,0.7,54.8
MO,"St. Louis City",56.4,92,0.9,55.5
MT,"Beaverhead",38.7,111,1.9,36.8
MT,"Big Horn",45.9,104,1.9,44
MT,"Blaine",42.3,84,1.1,41.2
MT,"Broadwater",43.5,104,1.8,41.7
MT,"Carbon",43.4,107,2.1,41.3
MT,"Carter",44.7,102,1.9,42.8
MT,"Cascade",43.1,84,0.9,42.2
MT,"Chouteau",43.6,81,0.8,42.8
MT,"Custer",45.9,99,1.9,44
MT,"Daniels",39.0,81,0.9,38.1
MT,"Dawson",43.9,97,1.8,42.1
MT,"Deer Lodge",39.0,113,2.2,36.8
MT,"Fallon",44.1,96,1.5,42.6
MT,"Fergus",43.9,86,0.9,43
MT,"Flathead",41.0,111,2.2,38.8
MT,"Gallatin",40.6,112,1.9,38.7
MT,"Garfield",44.4,95,1.5,42.9
MT,"Glacier",39.9,98,1.9,38
MT,"Golden Valley",44.2,79,0.7,43.5
MT,"Granite",40.1,115,2.1,38
MT,"Hill",41.5,85,1.2,40.3
MT,"Jefferson",41.9,111,2.2,39.7
MT,"Judith Basin",41.7,88,1.0,40.7
MT,"Lake",44.6,113,2.2,42.4
MT,"Lewis and Clark",41.6,102,1.9,39.7
MT,"Liberty",41.6,85,1.2,40.4
MT,"Lincoln",42.8,116,2.5,40.3
MT,"McCone",43.5,98,1.9,41.6
MT,"Madison",40.3,108,1.7,38.6
MT,"Meagher",40.5,106,2.0,38.5
MT,"Mineral",42.8,108,1.6,41.2
MT,"Missoula",42.2,109,1.9,40.3
MT,"Musselshell",45.8,93,1.1,44.7
MT,"Park",39.8,109,2.1,37.7
MT,"Petroleum",46.1,91,1.2,44.9
MT,"Phillips",42.7,76,0.8,41.9
MT,"Pondera",41.9,94,1.6,40.3
MT,"Powder River",46.1,101,1.8,44.3
MT,"Powell",40.5,111,2.2,38.3
MT,"Prairie",44.8,98,1.8,43
MT,"Ravalli",40.9,107,1.6,39.3
MT,"Richland",43.1,98,1.8,41.3
MT,"Roosevelt",41.6,91,1.6,40
MT,"Rosebud",45.5,96,1.4,44.1
MT,"Sanders",43.5,101,1.5,42
MT,"Sheridan",40.4,92,1.8,38.6
MT,"Silver Bow",40.7,114,2.4,38.3
MT,"Stillwater",43.4,88,0.8,42.6
MT,"Sweet Grass",43.0,99,1.4,41.6
MT,"Teton",42.2,99,1.8,40.4
MT,"Toole",42.0,91,1.4,40.6
MT,"Treasure",46.0,96,1.4,44.6
MT,"Valley",41.1,82,1.0,40.1
MT,"Wheatland",43.1,93,1.3,41.8
MT,"Wibaux",43.3,86,1.0,42.3
MT,"Yellowstone",46.3,92,1.0,45.3
NE,"Adams",51.7,103,1.6,50.1
NE,"Antelope",48.5,84,0.8,47.7
NE,"Arthur",49.2,107,1.9,47.3
NE,"Banner",48.7,112,2.1,46.6
NE,"Blaine",49.1,90,0.9,48.2
NE,"Boone",49.4,101,1.4,48
NE,"Box Butte",47.8,110,1.7,46.1
NE,"Boyd",48.7,88,0.9,47.8
NE,"Brown",49.3,108,1.7,47.6
NE,"Buffalo",50.9,107,1.6,49.3
NE,"Burt",49.8,101,1.3,48.5
NE,"Butler",50.2,90,0.8,49.4
NE,"Cass",51.6,95,1.1,50.5
NE,"Cedar",48.5,99,1.3,47.2
NE,"Chase",51.8,114,2.0,49.8
NE,"Cherry",48.6,108,2.0,46.6
NE,"Cheyenne",49.4,110,1.8,47.6
NE,"Clay",51.8,102,1.5,50.3
NE,"Colfax",50.5,103,1.7,48.8
NE,"Cuming",49.5,99,1.3,48.2
NE,"Custer",49.4,96,1.2,48.2
NE,"Dakota",48.9,96,1.2,47.7
NE,"Dawes",48.5,109,1.8,46.7
NE,"Dawson",50.7,98,1.2,49.5
NE,"Deuel",50.2,106,1.5,48.7
NE,"Dixon",48.4,93,0.9,47.5
NE,"Dodge",50.7,105,1.6,49.1
NE,"Douglas",51.6,104,1.7,49.9
NE,"Dundy",52.2,108,1.6,50.6
NE,"Fillmore",51.4,86,0.8,50.6
NE,"Franklin",52.2,97,1.2,51
NE,"Frontier",51.7,107,1.6,50.1
NE,"Furnas",52.2,92,1.0,51.2
NE,"Gage",52.0,85,0.7,51.3
NE,"Garden",49.1,110,1.9,47.2
NE,"Garfield",48.4,92,1.1,47.3
NE,"Gosper",51.3,95,1.1,50.2
NE,"Grant",47.9,104,1.6,46.3
NE,"Greeley",49.2,95,1.2,48
NE,"Hall",51.4,107,1.8,49.6
NE,"Hamilton",51.6,105,1.7,49.9
NE,"Harlan",52.3,93,1.1,51.2
NE,"Hayes",51.4,104,1.5,49.9
NE,"Hitchcock",52.4,104,1.3,51.1
NE,"Holt",48.1,85,0.8,47.3
NE,"Hooker",48.2,90,0.9,47.3
NE,"Howard",50.6,103,1.5,49.1
NE,"Jefferson",52.2,93,1.0,51.2
NE,"Johnson",51.9,85,0.6,51.3
NE,"Kearney",51.3,99,1.3,50
NE,"Keith",50.7,109,1.8,48.9
NE,"Keya Paha",48.9,104,1.8,47.1
NE,"Kimball",48.0,110,1.9,46.1
NE,"Knox",48.7,91,1.0,47.7
NE,"Lancaster",51.6,97,1.1,50.5
NE,"Lincoln",50.6,106,1.6,49
NE,"Logan",49.1,92,1.0,48.1
NE,"Loup",48.6,95,1.1,47.5
NE,"McPherson",49.1,102,1.3,47.8
NE,"Madison",49.4,98,1.2,48.2
NE,"Merrick",51.3,105,1.7,49.6
NE,"Morrill",49.3,109,2.1,47.2
NE,"Nance",50.5,104,1.6,48.9
NE,"Nemaha",52.5,86,0.8,51.7
NE,"Nuckolls",52.3,101,1.4,50.9
NE,"Otoe",51.8,87,0.7,51.1
NE,"Pawnee",52.3,87,0.6,51.7
NE,"Perkins",51.0,113,1.8,49.2
NE,"Phelps",51.2,95,1.1,50.1
NE,"Pierce",48.6,93,1.0,47.6
NE,"Platte",50.2,103,1.6,48.6
NE,"Polk",50.7,95,1.2,49.5
NE,"Red Willow",52.6,109,1.7,50.9
NE,"Richardson",53.1,94,1.0,52.1
NE,"Rock",48.5,100,1.4,47.1
NE,"Saline",51.4,81,0.6,50.8
NE,"Sarpy",51.8,104,1.5,50.3
NE,"Saunders",51.4,103,1.6,49.8
NE,"Scotts Bluff",49.6,115,2.2,47.4
NE,"Seward",50.7,81,0.6,50.1
NE,"Sheridan",47.9,110,2.1,45.8
NE,"Sherman",50.0,102,1.5,48.5
NE,"Sioux",46.8,101,1.5,45.3
NE,"Stanton",49.7,101,1.5,48.2
NE,"Thayer",52.2,96,1.1,51.1
NE,"Thomas",49.0,88,0.8,48.2
NE,"Thurston",49.1,99,1.2,47.9
NE,"Valley",49.1,97,1.2,47.9
NE,"Washington",50.9,102,1.5,49.4
NE,"Wayne",48.8,98,1.2,47.6
NE,"Webster",52.3,98,1.4,50.9
NE,"Wheeler",48.8,97,1.3,47.5
NE,"York",51.0,90,0.8,50.2
NV,"Churchill",53.2,121,2.7,50.5
NV,"Clark",66.0,119,2.9,63.1
NV,"Douglas",50.6,122,2.8,47.8
NV,"Elko",46.9,119,2.5,44.4
NV,"Esmeralda",55.3,123,4.3,51
NV,"Eureka",48.4,122,3.3,45.1
NV,"Humboldt",51.2,122,3.0,48.2
NV,"Lander",50.3,122,3.2,47.1
NV,"Lincoln",56.7,119,2.8,53.9
NV,"Lyon",53.2,123,3.1,50.1
NV,"Mineral",52.8,124,3.9,48.9
NV,"Nye",54.0,123,3.5,50.5
NV,"Pershing",52.7,123,2.8,49.9
NV,"Storey",52.7,124,3.3,49.4
NV,"Washoe",51.2,121,3.1,48.1
NV,"White Pine",48.1,121,3.1,45
NV,"Carson City",52.0,123,3.2,48.8
NH,"Belknap",46.3,114,2.4,43.9
NH,"Carroll",44.8,116,2.5,42.3
NH,"Cheshire",46.9,118,3.0,43.9
NH,"Coos",40.8,113,2.4,38.4
NH,"Grafton",43.4,117,2.6,40.8
NH,"Hillsborough",48.4,119,3.3,45.1
NH,"Merrimack",46.9,119,2.8,44.1
NH,"Rockingham",48.8,116,2.7,46.1
NH,"Strafford",47.2,112,2.2,45
NH,"Sullivan",45.4,119,3.0,42.4
NJ,"Atlantic",56.2,120,3.5,52.7
NJ,"Bergen",54.3,119,3.3,51
NJ,"Burlington",56.1,120,3.2,52.9
NJ,"Camden",56.2,118,2.9,53.3
NJ,"Cape May",56.5,120,3.4,53.1
NJ,"Cumberland",56.1,116,3.1,53
NJ,"Essex",54.8,120,3.5,51.3
NJ,"Gloucester",56.2,116,2.7,53.5
NJ,"Hudson",56.1,119,3.4,52.7
NJ,"Hunterdon",53.2,120,3.7,49.5
NJ,"Mercer",55.5,121,3.7,51.8
NJ,"Middlesex",55.7,121,3.8,51.9
NJ,"Monmouth",56.0,121,3.9,52.1
NJ,"Morris",52.2,119,3.3,48.9
NJ,"Ocean",55.9,122,3.6,52.3
NJ,"Passaic",52.3,118,3.2,49.1
NJ,"Salem",56.2,116,2.6,53.6
NJ,"Somerset",54.4,120,3.7,50.7
NJ,"Sussex",50.4,116,2.8,47.6
NJ,"Union",55.4,120,3.6,51.8
NJ,"Warren",51.6,120,3.4,48.2
NM,"Bernalillo",55.2,123,3.0,52.2
NM,"Catron",50.2,121,2.5,47.7
NM,"Chaves",61.8,125,4.0,57.8
NM,"Cibola",50.5,119,2.3,48.2
NM,"Colfax",48.6,117,2.0,46.6
NM,"Curry",58.7,121,3.2,55.5
NM,"De Baca",60.8,125,4.3,56.5
NM,"Dona Ana",63.4,123,3.3,60.1
NM,"Eddy",63.9,122,3.4,60.5
NM,"Grant",58.4,124,3.5,54.9
NM,"Guadalupe",57.3,121,3.2,54.1
NM,"Harding",55.6,118,2.3,53.3
NM,"Hidalgo",62.5,124,3.5,59
NM,"Lea",62.3,123,2.9,59.4
NM,"Lincoln",56.5,122,3.1,53.4
NM,"Los Alamos",49.0,122,2.8,46.2
NM,"Luna",63.1,123,3.3,59.8
NM,"McKinley",51.2,123,2.9,48.3
NM,"Mora",50.0,123,3.2,46.8
NM,"Otero",59.7,122,3.1,56.6
NM,"Quay",59.2,122,2.8,56.4
NM,"Rio Arriba",47.7,123,3.1,44.6
NM,"Roosevelt",59.6,121,3.1,56.5
NM,"Sandoval",52.0,123,2.8,49.2
NM,"San Juan",53.8,124,3.4,50.4
NM,"San Miguel",54.6,121,2.8,51.8
NM,"Santa Fe",51.1,121,2.7,48.4
NM,"Sierra",59.3,122,2.7,56.6
NM,"Socorro",55.6,122,2.6,53
NM,"Taos",45.4,123,3.3,42.1
NM,"Torrance",52.7,122,3.1,49.6
NM,"Union",53.2,113,1.7,51.5
NM,"Valencia",56.9,121,2.9,54
NY,"Albany",48.8,117,2.4,46.4
NY,"Allegany",47.0,116,2.2,44.8
NY,"Bronx",56.0,119,3.4,52.6
NY,"Broome",47.3,107,1.6,45.7
NY,"Cattaraugus",47.1,117,2.4,44.7
NY,"Cayuga",47.7,105,1.6,46.1
NY,"Chautauqua",48.6,117,2.6,46
NY,"Chemung",48.2,115,2.3,45.9
NY,"Chenango",46.1,107,1.6,44.5
NY,"Clinton",44.3,115,2.5,41.8
NY,"Columbia",49.8,117,2.7,47.1
NY,"Cortland",45.8,104,1.5,44.3
NY,"Delaware",45.6,109,1.8,43.8
NY,"Dutchess",51.2,121,3.4,47.8
NY,"Erie",48.9,117,2.7,46.2
NY,"Essex",42.3,107,1.9,40.4
NY,"Franklin",42.7,114,2.4,40.3
NY,"Fulton",45.7,111,2.0,43.7
NY,"Genesee",48.3,114,2.2,46.1
