state,county,value_in_inches,rank,anomlay_1901_to_2000,mean_1901_to_2000
MI,Iosco,34.68,114,5.87,28.81
MI,Iron,41.07,124,10.49,30.58
MI,Isabella,36.44,113,6.67,29.77
MI,Jackson,37.33,104,5.82,31.51
MI,Kalamazoo,35.91,75,1.33,34.58
MI,Kalkaska,42.21,124,10.85,31.36
MI,Kent,37.97,101,5.06,32.91
MI,Keweenaw,32.26,97,3.03,29.23
MI,Lake,36.38,92,3.82,32.56
MI,Lapeer,33.16,88,3.29,29.87
MI,Leelanau,41.47,122,11.25,30.22
MI,Lenawee,32.61,65,0.85,31.76
MI,Livingston,35.64,100,5.13,30.51
MI,Luce,36.57,102,4.59,31.98
MI,Mackinac,39.79,119,9.17,30.62
MI,Macomb,35.38,100,5.14,30.24
MI,Manistee,36.89,102,5.3,31.59
MI,Marquette,43.2,123,11.75,31.45
MI,Mason,34.99,93,3.92,31.07
MI,Mecosta,35.46,97,4.03,31.43
MI,Menominee,37.03,119,7.08,29.95
MI,Midland,35.25,114,6.08,29.17
MI,Missaukee,37.79,117,7.91,29.88
MI,Monroe,32.24,73,1.12,31.12
MI,Montcalm,39.01,110,7.43,31.58
MI,Montmorency,37.4,124,9.07,28.33
MI,Muskegon,37.31,100,5.19,32.12
MI,Newaygo,36.11,95,3.6,32.51
MI,Oakland,34.19,91,3.51,30.68
MI,Oceana,35.99,97,4.19,31.8
MI,Ogemaw,36.71,119,7.86,28.85
MI,Ontonagon,39.25,121,7.68,31.57
MI,Osceola,36,102,4.96,31.04
MI,Oscoda,36.22,121,7.45,28.77
MI,Otsego,41.72,125,11.58,30.14
MI,Ottawa,37.07,98,4.06,33.01
MI,Presque Isle,39.41,125,10.53,28.88
MI,Roscommon,36.63,119,7.05,29.58
MI,Saginaw,34.98,104,5.48,29.5
MI,St. Clair,34.04,86,3.43,30.61
MI,St. Joseph,34.41,54,0.14,34.27
MI,Sanilac,33.49,86,3.46,30.03
MI,Schoolcraft,44.31,123,12.94,31.37
MI,Shiawassee,37.53,114,7.5,30.03
MI,Tuscola,32.41,85,2.92,29.49
MI,Van Buren,36.93,74,1.47,35.46
MI,Washtenaw,35.85,109,6,29.85
MI,Wayne,35.9,103,5.27,30.63
MI,Wexford,38.57,111,6.68,31.89
MN,Aitkin,28.01,71,1.05,26.96
MN,Anoka,24.35,22,-4.77,29.12
MN,Becker,24.45,64,0.71,23.74
MN,Beltrami,24.55,72,1.07,23.48
MN,Benton,26.1,53,-0.55,26.65
MN,Big Stone,18.05,15,-4.55,22.6
MN,Blue Earth,33.38,102,4.54,28.84
MN,Brown,29.04,81,1.23,27.81
MN,Carlton,27.25,52,-0.68,27.93
MN,Carver,28.96,59,0.51,28.45
MN,Cass,24.9,50,-0.66,25.56
MN,Chippewa,21.66,31,-3.02,24.68
MN,Chisago,27.04,45,-2.14,29.18
MN,Clay,23.9,87,2.13,21.77
MN,Clearwater,24.98,76,1.44,23.54
MN,Cook,26.47,28,-2.74,29.21
MN,Cottonwood,26.56,58,-0.25,26.81
MN,Crow Wing,26.3,58,0.57,25.73
MN,Dakota,32.03,80,2.78,29.25
MN,Dodge,34.29,92,4.05,30.24
MN,Douglas,22.8,36,-2.01,24.81
MN,Faribault,31.1,75,1.53,29.57
MN,Fillmore,31.88,57,-0.16,32.04
MN,Freeborn,33.81,88,3.01,30.8
MN,Goodhue,32.73,82,2.99,29.74
MN,Grant,21.94,42,-1.51,23.45
MN,Hennepin,27.57,52,-1.33,28.9
MN,Houston,35.11,84,2.87,32.24
MN,Hubbard,24.87,55,-0.32,25.19
MN,Isanti,24.03,26,-4.7,28.73
MN,Itasca,26.03,62,0.66,25.37
MN,Jackson,25.14,39,-2.25,27.39
MN,Kanabec,27.62,59,-0.25,27.87
MN,Kandiyohi,22.65,38,-2.66,25.31
MN,Kittson,22.06,82,1.83,20.23
MN,Koochiching,23.49,34,-2.08,25.57
MN,Lac qui Parle,18.79,19,-5.06,23.85
MN,Lake,25.25,22,-3.33,28.58
MN,Lake of the Woods,20.32,27,-2.55,22.87
MN,Le Sueur,34.52,104,5.42,29.1
MN,Lincoln,21.59,32,-2.94,24.53
MN,Lyon,23.77,53,-1.03,24.8
MN,McLeod,21.98,14,-5.57,27.55
MN,Mahnomen,21.93,47,-1.05,22.98
MN,Marshall,22.16,80,1.55,20.61
MN,Martin,27.64,54,-0.91,28.55
MN,Meeker,20.7,15,-5.39,26.09
MN,Mille Lacs,25.92,47,-1.54,27.46
MN,Morrison,27.06,68,1.21,25.85
MN,Mower,31.42,57,-0.24,31.66
MN,Murray,24.84,49,-1.14,25.98
MN,Nicollet,28.9,61,-0.05,28.95
MN,Nobles,22.5,23,-4.49,26.99
MN,Norman,21.8,58,0.36,21.44
MN,Olmsted,33.12,84,2.17,30.95
MN,Otter Tail,26.64,84,2.63,24.01
MN,Pennington,22.28,67,1.04,21.24
MN,Pine,28.5,57,-0.2,28.7
MN,Pipestone,21.23,23,-3.72,24.95
MN,Polk,21.78,67,0.67,21.11
MN,Pope,21.77,36,-2.64,24.41
MN,Ramsey,27.39,48,-1.66,29.05
MN,Red Lake,22.2,68,0.71,21.49
MN,Redwood,26.61,71,0.72,25.89
MN,Renville,24.96,50,-1.43,26.39
MN,Rice,36.23,108,6.94,29.29
MN,Rock,19.1,8,-6.84,25.94
MN,Roseau,21.75,66,0.46,21.29
MN,St. Louis,24.64,27,-2.54,27.18
MN,Scott,31.58,78,2.73,28.85
MN,Sherburne,23.99,33,-3.65,27.64
MN,Sibley,24.84,27,-3.69,28.53
MN,Stearns,26.08,66,0.69,25.39
MN,Steele,36.66,109,7.05,29.61
MN,Stevens,18.7,14,-4.62,23.32
MN,Swift,21.05,30,-3.07,24.12
MN,Todd,27.05,75,2.01,25.04
MN,Traverse,19.18,29,-2.91,22.09
MN,Wabasha,32.9,86,2.34,30.56
MN,Wadena,25.07,58,-0.29,25.36
MN,Waseca,36.1,108,6.92,29.18
MN,Washington,29.19,61,-0.15,29.34
MN,Watonwan,31.79,96,3.77,28.02
MN,Wilkin,24.24,80,2.06,22.18
MN,Winona,34.35,84,2.53,31.82
MN,Wright,24.66,37,-2.89,27.55
MN,Yellow Medicine,21.87,31,-2.73,24.6
MS,Adams,68.74,111,12.23,56.51
MS,Alcorn,75.72,123,22.4,53.32
MS,Amite,64.02,77,2.75,61.27
MS,Attala,73.7,119,20.7,53
MS,Benton,67.89,113,13.65,54.24
MS,Bolivar,67.79,114,16,51.79
MS,Calhoun,63.22,101,9.63,53.59
MS,Carroll,69.44,114,16.57,52.87
MS,Chickasaw,69.84,114,16.42,53.42
MS,Choctaw,72.37,116,18.61,53.76
MS,Claiborne,67.36,112,12.49,54.87
MS,Clarke,71.98,117,14.53,57.45
MS,Clay,71.47,118,18.56,52.91
MS,Coahoma,64.43,111,12.74,51.69
MS,Copiah,72.98,119,17.46,55.52
MS,Covington,60.1,77,2.8,57.3
MS,DeSoto,61.13,103,9.62,51.51
MS,Forrest,57.34,52,-2.3,59.64
MS,Franklin,66.59,98,8.1,58.49
MS,George,60.02,45,-3.59,63.61
MS,Greene,64.71,82,3.49,61.22
MS,Grenada,67.11,109,14.38,52.73
MS,Hancock,58.02,48,-4.1,62.12
MS,Harrison,54.71,30,-7.7,62.41
MS,Hinds,78.43,124,25.53,52.9
MS,Holmes,69.9,116,17.39,52.51
MS,Humphreys,68.8,110,16.2,52.6
MS,Issaquena,69.79,116,16.93,52.86
MS,Itawamba,81.17,124,27.66,53.51
MS,Jackson,56.41,34,-6.22,62.63
MS,Jasper,68.49,109,10.79,57.7
MS,Jefferson,66.64,108,10.57,56.07
MS,Jefferson Davis,64.25,95,6.2,58.05
MS,Jones,61.97,84,3.93,58.04
MS,Kemper,68.63,114,14.58,54.05
MS,Lafayette,69.57,112,15.92,53.65
MS,Lamar,59.22,59,-0.7,59.92
MS,Lauderdale,67.98,111,12.17,55.81
MS,Lawrence,68.57,112,10.81,57.76
MS,Leake,73.16,119,19.18,53.98
MS,Lee,75.72,122,22.55,53.17
MS,Leflore,68.51,111,16.18,52.33
MS,Lincoln,69.71,109,11.29,58.42
MS,Lowndes,72.3,118,19.55,52.75
MS,Madison,75.75,123,23.49,52.26
MS,Marion,65.11,91,5.15,59.96
MS,Marshall,65.46,110,11.89,53.57
MS,Monroe,78.1,123,24.29,53.81
MS,Montgomery,70.72,113,17.73,52.99
MS,Neshoba,71.1,114,16.24,54.86
MS,Newton,71.78,117,15.66,56.12
MS,Noxubee,73.25,120,21.37,51.88
MS,Oktibbeha,73.26,118,20.73,52.53
MS,Panola,65.96,108,12.47,53.49
MS,Pearl River,63.38,75,1.78,61.6
MS,Perry,61.33,71,0.63,60.7
MS,Pike,69.14,96,7.88,61.26
MS,Pontotoc,73.05,118,19.54,53.51
MS,Prentiss,78.4,123,24.67,53.73
MS,Quitman,65.67,108,13.11,52.56
MS,Rankin,78.13,123,24.56,53.57
MS,Scott,75.16,121,20.55,54.61
MS,Sharkey,69.95,113,17.21,52.74
MS,Simpson,74.79,120,18.68,56.11
MS,Smith,70.07,115,13.46,56.61
MS,Stone,58.24,45,-4.38,62.62
MS,Sunflower,71.13,114,18.4,52.73
MS,Tallahatchie,68.36,112,15.51,52.85
MS,Tate,63.64,108,11.31,52.33
MS,Tippah,71.75,117,17.73,54.02
MS,Tishomingo,82.72,123,28.75,53.97
MS,Tunica,63.74,107,12.02,51.72
MS,Union,74.41,118,20.75,53.66
MS,Walthall,69.07,99,7.97,61.1
MS,Warren,71.59,118,18.53,53.06
MS,Washington,67.35,107,14.25,53.1
MS,Wayne,73.34,115,14.44,58.9
MS,Webster,65.78,107,12.67,53.11
MS,Wilkinson,60.11,66,0.97,59.14
MS,Winston,71.79,116,18.2,53.59
MS,Yalobusha,68.03,109,13.83,54.2
MS,Yazoo,74.59,122,22.25,52.34
MO,Adair,35.32,52,-1.73,37.05
MO,Andrew,35.93,65,0.37,35.56
MO,Atchison,24.19,6,-10.23,34.42
MO,Audrain,40.92,79,2.81,38.11
MO,Barry,55.06,112,10.66,44.4
MO,Barton,43.34,77,2.62,40.72
MO,Bates,42.07,71,1.88,40.19
MO,Benton,45.65,85,4.37,41.28
MO,Bollinger,59.34,114,14.26,45.08
MO,Boone,43.57,90,5.11,38.46
MO,Buchanan,38.68,80,2.84,35.84
MO,Butler,63.2,118,16.04,47.16
MO,Caldwell,37.21,65,0.41,36.8
MO,Callaway,44.21,95,5.89,38.32
MO,Camden,46.34,93,5.09,41.25
MO,Cape Girardeau,58.63,112,14.05,44.58
MO,Carroll,41.04,82,2.96,38.08
MO,Carter,62.16,120,17.07,45.09
MO,Cass,41.34,69,1.75,39.59
MO,Cedar,45.47,86,4.53,40.94
MO,Chariton,41.29,82,2.75,38.54
MO,Christian,51.45,107,8.29,43.16
MO,Clark,34.15,51,-1.44,35.59
MO,Clay,34.55,51,-2.44,36.99
MO,Clinton,35.25,53,-1.45,36.7
MO,Cole,43.46,86,4.61,38.85
MO,Cooper,40.2,71,1.4,38.8
MO,Crawford,50.11,108,9.57,40.54
MO,Dade,46.62,92,5.33,41.29
MO,Dallas,50.19,106,8.48,41.71
MO,Daviess,38,75,1.85,36.15
MO,DeKalb,37.37,73,1.44,35.93
MO,Dent,52.82,109,10.56,42.26
MO,Douglas,61.21,121,17.81,43.4
MO,Dunklin,57.7,102,9.76,47.94
MO,Franklin,46.63,104,7.28,39.35
MO,Gasconade,46.17,99,7.09,39.08
MO,Gentry,33.34,50,-2.13,35.47
MO,Greene,48.74,94,6.82,41.92
MO,Grundy,34.08,46,-2.15,36.23
MO,Harrison,32.12,41,-3.33,35.45
MO,Henry,43.63,83,3.04,40.59
MO,Hickory,49.85,105,8.61,41.24
MO,Holt,30.92,41,-4.14,35.06
MO,Howard,40.64,76,2.14,38.5
MO,Howell,60.35,120,15.52,44.83
MO,Iron,55.46,112,11.35,44.11
MO,Jackson,39.93,72,1.68,38.25
MO,Jasper,45.08,78,2.79,42.29
MO,Jefferson,49.83,113,10.1,39.73
MO,Johnson,42.31,79,2.21,40.1
MO,Knox,35.1,53,-1.99,37.09
MO,Laclede,51.02,108,8.94,42.08
MO,Lafayette,42.5,85,3.65,38.85
MO,Lawrence,49.42,96,6.48,42.94
MO,Lewis,36.12,61,-0.66,36.78
MO,Lincoln,42.53,87,4.23,38.3
MO,Linn,37.54,69,0.03,37.51
MO,Livingston,37.95,72,1.39,36.56
MO,McDonald,53.47,106,9.67,43.8
MO,Macon,38.93,72,0.96,37.97
MO,Madison,53.77,107,8.94,44.83
MO,Maries,45.53,89,5.36,40.17
MO,Marion,36.84,57,-0.31,37.15
MO,Mercer,30.92,33,-5.03,35.95
MO,Miller,43.97,82,3.59,40.38
MO,Mississippi,58.41,110,11.84,46.57
MO,Moniteau,41.29,76,2.16,39.13
MO,Monroe,37.47,61,-0.21,37.68
MO,Montgomery,41.87,80,3.44,38.43
MO,Morgan,41.66,74,1.08,40.58
MO,New Madrid,59.39,111,11.91,47.48
MO,Newton,48.82,92,5.57,43.25
MO,Nodaway,27.34,14,-7.64,34.98
MO,Oregon,60.08,115,14.43,45.65
MO,Osage,45.18,98,6.42,38.76
MO,Ozark,62.84,123,19.86,42.98
MO,Pemiscot,53.47,91,5.9,47.57
MO,Perry,48.61,94,5.52,43.09
MO,Pettis,41.18,73,1.85,39.33
MO,Phelps,48.05,102,7.43,40.62
MO,Pike,41.71,83,3.55,38.16
MO,Platte,35.2,58,-0.55,35.75
MO,Polk,48.85,103,7.84,41.01
MO,Pulaski,47.55,100,6.2,41.35
MO,Putnam,32.71,41,-3.56,36.27
MO,Ralls,37.23,60,-0.21,37.44
MO,Randolph,41.75,84,3.5,38.25
MO,Ray,36.93,58,-0.81,37.74
MO,Reynolds,59.8,115,15.22,44.58
MO,Ripley,61.25,116,14.39,46.86
MO,St. Charles,46.67,110,8.73,37.94
MO,St. Clair,45.73,90,4.84,40.89
MO,Ste. Genevieve,45.52,89,4.24,41.28
MO,St. Francois,48.62,94,6.15,42.47
MO,St. Louis,47.11,108,8.96,38.15
MO,Saline,39.99,74,1.34,38.65
MO,Schuyler,34.02,49,-2.39,36.41
MO,Scotland,34.3,52,-1.96,36.26
MO,Scott,57.92,110,12.32,45.6
MO,Shannon,58.64,115,14.51,44.13
MO,Shelby,37.17,60,-0.58,37.75
MO,Stoddard,61.41,115,14.84,46.57
MO,Stone,54.99,117,11.93,43.06
MO,Sullivan,33.77,43,-3.28,37.05
MO,Taney,62.23,122,19.66,42.57
MO,Texas,55.89,116,12.75,43.14
MO,Vernon,41.65,65,1.34,40.31
MO,Warren,44.3,88,4.81,39.49
MO,Washington,53.14,115,12.14,41
MO,Wayne,62.76,119,16.94,45.82
MO,Webster,52.91,110,9.96,42.95
MO,Worth,31.2,35,-4.09,35.29
MO,Wright,55.7,115,12.83,42.87
MO,St. Louis City,45.51,106,7.53,37.98
MT,Beaverhead,17.64,17,-3.67,21.31
MT,Big Horn,13.17,26,-2.37,15.54
MT,Blaine,13.1,55,-0.52,13.62
MT,Broadwater,13,16,-3.07,16.07
MT,Carbon,16.09,45,-1.49,17.58
MT,Carter,11.74,25,-2.56,14.3
MT,Cascade,15.64,39,-1.58,17.22
MT,Chouteau,13.41,61,-0.39,13.8
MT,Custer,10.34,15,-3.25,13.59
MT,Daniels,11.38,29,-1.88,13.26
MT,Dawson,10.73,25,-2.5,13.23
MT,Deer Lodge,23.78,83,1.02,22.76
MT,Fallon,12.04,31,-2.04,14.08
MT,Fergus,15.01,44,-1.32,16.33
MT,Flathead,34.81,39,-2.35,37.16
MT,Gallatin,21.04,22,-3.25,24.29
MT,Garfield,11.96,47,-0.74,12.7
MT,Glacier,22.5,36,-2.92,25.42
MT,Golden Valley,15.36,85,1.3,14.06
MT,Granite,23.84,54,-0.68,24.52
MT,Hill,11.97,66,0.04,11.93
MT,Jefferson,16.07,29,-2.39,18.46
MT,Judith Basin,16.56,27,-3.22,19.78
MT,Lake,25.04,61,0.07,24.97
MT,Lewis and Clark,21.57,48,-1.37,22.94
MT,Liberty,12.53,73,0.85,11.68
MT,Lincoln,28.38,24,-5.01,33.39
MT,McCone,11.35,35,-1.43,12.78
MT,Madison,19.16,16,-3.93,23.09
MT,Meagher,18.09,22,-3.88,21.97
MT,Mineral,35.94,45,-2.36,38.3
MT,Missoula,31.81,87,1.97,29.84
MT,Musselshell,14.29,72,0.72,13.57
MT,Park,23.86,34,-2.36,26.22
MT,Petroleum,12.76,55,-0.28,13.04
MT,Phillips,11.19,43,-1.42,12.61
MT,Pondera,16.06,58,-0.56,16.62
MT,Powder River,10.6,12,,14.6
MT,Powell,27.93,78,1.23,26.7
MT,Prairie,10.63,26,-2.12,12.75
MT,Ravalli,29.58,67,0.04,29.54
MT,Richland,9.32,9,-4.32,13.64
MT,Roosevelt,9.44,15,-3.52,12.96
MT,Rosebud,11.78,31,-1.85,13.63
MT,Sanders,29.21,37,-2.66,31.87
MT,Sheridan,10.54,14,-3.26,13.8
MT,Silver Bow,16.66,39,,18.66
MT,Stillwater,18.11,70,0.22,17.89
MT,Sweet Grass,17.13,37,-1.6,18.73
MT,Teton,17.03,58,-0.83,17.86
MT,Toole,12.99,74,0.56,12.43
MT,Treasure,12.92,54,-0.6,13.52
MT,Valley,10.99,34,-1.54,12.53
MT,Wheatland,14.44,39,-1.52,15.96
MT,Wibaux,12.63,37,-1.65,14.28
MT,Yellowstone,13.76,69,0.24,13.52
NE,Adams,19.69,17,-5.42,25.11
NE,Antelope,20.63,20,-4.05,24.68
NE,Arthur,16.01,33,-2.61,18.62
NE,Banner,11.55,6,-5.63,17.18
NE,Blaine,27.37,102,4.93,22.44
NE,Boone,22.38,30,-3.02,25.4
NE,Box Butte,10.48,6,-6.39,16.87
NE,Boyd,22.32,57,-0.43,22.75
NE,Brown,23.4,75,0.75,22.65
NE,Buffalo,20.39,29,-3.78,24.17
NE,Burt,21.38,15,-7.16,28.54
NE,Butler,23.16,24,-4.84,28
NE,Cass,24.65,24,-5.61,30.26
NE,Cedar,18.78,9,-7.26,26.04
NE,Chase,12.31,5,-6.6,18.91
NE,Cherry,19.53,54,-0.57,20.1
NE,Cheyenne,11.36,3,-6.31,17.67
NE,Clay,21.51,23,-4.77,26.28
NE,Colfax,20.08,9,-7.48,27.56
NE,Cuming,21.32,15,-6.44,27.76
NE,Custer,21.98,51,-0.85,22.83
NE,Dakota,21.68,21,-4.71,26.39
NE,Dawes,9.99,2,-8.01,18
NE,Dawson,16.33,14,-6.02,22.35
NE,Deuel,11.79,5,-6.48,18.27
NE,Dixon,20.61,13,-5.8,26.41
NE,Dodge,21.31,12,-7.44,28.75
NE,Douglas,20.41,7,-9.14,29.55
NE,Dundy,13.09,9,-5.6,18.69
NE,Fillmore,25.63,45,-2.05,27.68
NE,Franklin,21.08,38,-2.95,24.03
NE,Frontier,15.76,14,-5.47,21.23
NE,Furnas,19.96,46,-1.89,21.85
NE,Gage,26.27,36,-3.73,30
NE,Garden,13.02,11,-4.64,17.66
NE,Garfield,21.1,50,-1.44,22.54
NE,Gosper,16.24,15,-5.87,22.11
NE,Grant,17.49,41,-1.69,19.18
NE,Greeley,20.49,29,-3.63,24.12
NE,Hall,21.91,36,-2.87,24.78
NE,Hamilton,22.76,32,-3.13,25.89
NE,Harlan,19.86,34,-2.99,22.85
NE,Hayes,13.61,5,-6.87,20.48
NE,Hitchcock,13.75,7,-6.41,20.16
NE,Holt,21.24,44,-1.69,22.93
NE,Hooker,21.25,74,0.91,20.34
NE,Howard,21.15,29,-3.33,24.48
NE,Jefferson,26.27,38,-2.45,28.72
NE,Johnson,25.3,22,-6.24,31.54
NE,Kearney,19.81,28,-4.54,24.35
NE,Keith,12.94,5,-5.54,18.48
NE,Keya Paha,22.78,72,1.12,21.66
NE,Kimball,12.6,12,-4.02,16.62
NE,Knox,20.24,24,-4.36,24.6
NE,Lancaster,26.77,42,-2.3,29.07
NE,Lincoln,15.87,15,-4.74,20.61
NE,Logan,23.67,88,2.38,21.29
NE,Loup,22.72,65,0.2,22.52
NE,McPherson,18.81,47,-1.1,19.91
NE,Madison,20.37,12,-5.91,26.28
NE,Merrick,22.78,36,-2.9,25.68
NE,Morrill,11.3,7,,16.3
NE,Nance,22.24,32,-3.45,25.69
NE,Nemaha,26.5,22,-6.65,33.15
NE,Nuckolls,23.7,37,-2.82,26.52
NE,Otoe,25.9,26,-5.18,31.08
NE,Pawnee,26.45,27,-5.64,32.09
NE,Perkins,12.72,5,-6.09,18.81
NE,Phelps,17.65,15,-5.43,23.08
NE,Pierce,18.95,9,-7.03,25.98
NE,Platte,21.51,20,-4.92,26.43
NE,Polk,23.63,37,-3.23,26.86
NE,Red Willow,17.54,31,-3.01,20.55
NE,Richardson,26.44,18,-7.23,33.67
NE,Rock,22.35,61,-0.36,22.71
NE,Saline,26.54,45,-1.96,28.5
NE,Sarpy,21.14,11,-8.61,29.75
NE,Saunders,22.35,15,-6.79,29.14
NE,Scotts Bluff,9.32,6,-6.1,15.42
NE,Seward,24.8,31,-3.62,28.42
NE,Sheridan,13.08,7,-4.98,18.06
NE,Sherman,20.26,31,-3.44,23.7
NE,Sioux,9.79,2,-6.62,16.41
NE,Stanton,20.38,11,-6.52,26.9
NE,Thayer,26.89,56,-0.59,27.48
NE,Thomas,27.61,112,6.41,21.2
NE,Thurston,22.28,19,-5.06,27.34
NE,Valley,21.51,42,-1.9,23.41
NE,Washington,21.13,10,-8.01,29.14
NE,Wayne,21.06,16,-5.43,26.49
NE,Webster,21.69,35,-3.75,25.44
NE,Wheeler,20.33,30,-3.29,23.62
NE,York,24.34,35,-3.11,27.45
NV,Churchill,3.26,5,-3.41,6.67
NV,Clark,8.24,79,0.73,7.51
NV,Douglas,9.94,13,-6.07,16.01
NV,Elko,10.4,16,-3.65,14.05
NV,Esmeralda,3.08,14,-2.29,5.37
NV,Eureka,5.97,1,-5.36,11.33
NV,Humboldt,8.41,22,-3.05,11.46
NV,Lander,6.07,6,-4.26,10.33
NV,Lincoln,8.19,29,-2.32,10.51
NV,Lyon,4.78,7,-3.47,8.25
NV,Mineral,3.94,8,-2.63,6.57
NV,Nye,5.16,10,-3.12,8.28
NV,Pershing,5.31,13,-3.33,8.64
NV,Storey,5.76,3,-6.7,12.46
NV,Washoe,8.31,15,-4.15,12.46
NV,White Pine,6.55,1,-6.26,12.81
NV,Carson City,7.71,6,-7.44,15.15
NH,Belknap,43.17,62,0.92,42.25
NH,Carroll,47.49,64,0.75,46.74
NH,Cheshire,41.57,55,-0.88,42.45
NH,Coos,43.67,58,-0.19,43.86
NH,Grafton,41.66,47,-2.05,43.71
NH,Hillsborough,41.28,47,-2.08,43.36
NH,Merrimack,40.54,50,-1.56,42.1
NH,Rockingham,40.27,46,,42.27
NH,Strafford,40.61,37,-3.41,44.02
NH,Sullivan,41.05,58,-0.29,41.34
NJ,Atlantic,52.47,110,8.64,43.83
NJ,Bergen,44.12,52,-2.4,46.52
NJ,Burlington,48.27,88,4.12,44.15
NJ,Camden,49.03,95,5.24,43.79
NJ,Cape May,51.44,110,8.56,42.88
NJ,Cumberland,52.47,113,9.59,42.88
NJ,Essex,44.88,51,-2.56,47.44
NJ,Gloucester,50.48,105,6.9,43.58
NJ,Hudson,45.63,64,0.34,45.29
NJ,Hunterdon,46.62,64,0.62,46
NJ,Mercer,45.25,65,0.6,44.65
NJ,Middlesex,49.49,86,4.19,45.3
NJ,Monmouth,48.99,82,4.03,44.96
NJ,Morris,44.32,43,-4.26,48.58
NJ,Ocean,48.98,92,4.53,44.45
NJ,Passaic,40.87,22,-6.69,47.56
NJ,Salem,51.03,108,8.37,42.66
NJ,Somerset,48.48,68,1.98,46.5
NJ,Sussex,41.59,43,-3.62,45.21
NJ,Union,45.93,57,-0.6,46.53
NJ,Warren,45.34,54,-0.8,46.14
NM,Bernalillo,9.64,27,-2.35,11.99
NM,Catron,12.72,27,-3.13,15.85
NM,Chaves,7.61,5,-6.25,13.86
NM,Cibola,9.73,18,-3.35,13.08
NM,Colfax,11.61,6,-5.33,16.94
NM,Curry,10.48,8,-6.43,16.91
NM,De Baca,7.95,9,-6.18,14.13
NM,Dona Ana,9.44,60,-0.21,9.65
NM,Eddy,6.57,9,-6.61,13.18
NM,Grant,15.07,68,-0.4,15.47
NM,Guadalupe,9.34,13,-4.93,14.27
NM,Harding,10,7,-5.78,15.78
NM,Hidalgo,11.89,62,-0.69,12.58
NM,Lea,6.99,4,-7.98,14.97
NM,Lincoln,11.23,16,-3.36,14.59
NM,Los Alamos,12.39,9,-6.16,18.55
NM,Luna,9.55,56,-0.82,10.37
NM,McKinley,8.86,15,-3.14,12
NM,Mora,11.84,5,-6.44,18.28
NM,Otero,11.37,36,-1.65,13.02
NM,Quay,10.33,8,,16.33
NM,Rio Arriba,11.96,8,-4.65,16.61
NM,Roosevelt,9.1,3,-7.12,16.22
NM,Sandoval,9.28,8,-4.11,13.39
NM,San Juan,5.71,6,-3.8,9.51
NM,San Miguel,10.79,10,-5.67,16.46
NM,Santa Fe,10.83,15,-3.88,14.71
NM,Sierra,11.84,68,0.09,11.75
NM,Socorro,10.52,52,-1.09,11.61
NM,Taos,13.07,9,-4.72,17.79
NM,Torrance,10.71,14,-3.73,14.44
NM,Union,11.42,10,-4.91,16.33
NM,Valencia,8.67,40,-1.64,10.31
NY,Albany,38.29,66,0.99,37.3
NY,Allegany,37.48,61,0.47,37.01
NY,Bronx,44.4,62,-0.66,45.06
NY,Broome,40.93,77,2.03,38.9
NY,Cattaraugus,41.65,54,-0.96,42.61
NY,Cayuga,36.89,55,-0.11,37
NY,Chautauqua,42.56,59,-0.06,42.62
NY,Chemung,32.86,47,-1.84,34.7
NY,Chenango,41.97,69,0.95,41.02
NY,Clinton,33.94,53,-0.54,34.48
NY,Columbia,39.6,57,-0.89,40.49
NY,Cortland,41.62,62,0.53,41.09
NY,Delaware,46.56,85,3.94,42.62
NY,Dutchess,37.28,20,-6.29,43.57
NY,Erie,40.27,80,2.01,38.26
NY,Essex,44.26,90,3.3,40.96
NY,Franklin,38.33,48,-0.69,39.02
NY,Fulton,44.72,49,-0.87,45.59
NY,Genesee,38.48,102,4.49,33.99
NY,Greene,42.75,66,-0.07,42.82
NY,Hamilton,45.56,50,-1.27,46.83
NY,Herkimer,42.08,18,-4.8,46.88
NY,Jefferson,39.72,68,0.94,38.78
NY,Kings,45.65,68,1.2,44.45
NY,Lewis,41.04,24,-4.27,45.31
NY,Livingston,33.53,71,1.13,32.4
NY,Madison,43.15,82,2.76,40.39
NY,Monroe,34.34,86,2.43,31.91
NY,Montgomery,38.41,59,-0.13,38.54
NY,Nassau,42.54,51,-2.01,44.55
NY,New York,45.53,68,0.65,44.88
NY,Niagara,31.42,51,-0.84,32.26
NY,Oneida,42.33,36,-2.76,45.09
NY,Onondaga,38.46,58,-0.03,38.49
NY,Ontario,33.54,71,1.16,32.38
NY,Orange,42.22,55,-1.41,43.63
NY,Orleans,36.21,100,3.74,32.47
NY,Oswego,38.8,31,-3.27,42.07
NY,Otsego,43.24,76,1.83,41.41
NY,Putnam,40.75,26,-5.97,46.72
NY,Queens,44.75,67,0.49,44.26
NY,Rensselaer,39.12,59,-0.13,39.25
NY,Richmond,48.06,75,2.48,45.58
NY,Rockland,41.76,35,-4.95,46.71
NY,St. Lawrence,35.82,32,-2.62,38.44
NY,Saratoga,41.77,65,0.76,41.01
NY,Schenectady,37.63,66,0.51,37.12
NY,Schoharie,38.5,59,-0.16,38.66
NY,Schuyler,32.79,52,-0.95,33.74
NY,Seneca,32.35,45,-1.08,33.43
NY,Steuben,33.24,44,-1.1,34.34
NY,Suffolk,41.5,39,,44.5
NY,Sullivan,47.88,78,2.28,45.6
NY,Tioga,36.11,48,-0.84,36.95
