,,,,,,
,,,,,,
,,,,,,
Location ID,County,Value (Inches),Rank,Anomaly (1901-2000 base period),1901-2000 Mean,
KY-177,Muhlenberg County,61.27,119,14.55,46.72,
KY-179,Nelson County,59.74,119,12.69,47.05,
KY-181,Nicholas County,60.47,123,15.53,44.94,
KY-183,Ohio County,62.92,121,16.5,46.42,
KY-185,Oldham County,57.88,117,13.31,44.57,
KY-187,Owen County,54.73,118,11.04,43.69,
KY-189,Owsley County,67.86,125,20.55,47.31,
KY-191,Pendleton County,53.2,115,9.92,43.28,
KY-193,Perry County,64.86,125,17.47,47.39,
KY-195,Pike County,65.35,125,20.99,44.36,
KY-197,Powell County,69.27,124,22.71,46.56,
KY-199,Pulaski County,74.02,125,24.14,49.88,
KY-201,Robertson County,56.99,120,12.87,44.12,
KY-203,Rockcastle County,74.35,125,25.01,49.34,
KY-205,Rowan County,66.11,125,21.1,45.01,
KY-207,Russell County,74.02,124,23.14,50.88,
KY-209,Scott County,57.21,118,13.16,44.05,
KY-211,Shelby County,57.81,117,12.26,45.55,
KY-213,Simpson County,66.04,120,17.08,48.96,
KY-215,Spencer County,58.3,117,11.67,46.63,
KY-217,Taylor County,62.59,119,13.09,49.5,
KY-219,Todd County,63.15,120,14.8,48.35,
KY-221,Trigg County,60.97,110,12.21,48.76,
KY-223,Trimble County,53.57,110,10.17,43.4,
KY-225,Union County,59.42,119,14.54,44.88,
KY-227,Warren County,66.89,122,17.78,49.11,
KY-229,Washington County,58.47,114,11.08,47.39,
KY-231,Wayne County,72.5,125,21.68,50.82,
KY-233,Webster County,59.41,118,14.1,45.31,
KY-235,Whitley County,73.9,125,23.69,50.21,
KY-237,Wolfe County,65.41,125,19.43,45.98,
KY-239,Woodford County,56.83,110,11.69,45.14,
LA-001,Acadia Parish,56.28,51,-2.05,58.33,
LA-003,Allen Parish,47.89,19,-10.91,58.8,
LA-005,Ascension Parish,63.73,74,3.28,60.45,
LA-007,Assumption Parish,51.86,27,-9.27,61.13,
LA-009,Avoyelles Parish,64.06,93,6.61,57.45,
LA-011,Beauregard Parish,54.15,49,-2.76,56.91,
LA-013,Bienville Parish,65.59,106,12.46,53.13,
LA-015,Bossier Parish,62.55,108,12.99,49.56,
LA-017,Caddo Parish,58.78,107,10.48,48.3,
LA-019,Calcasieu Parish,52.01,39,-5.41,57.42,
LA-021,Caldwell Parish,80.03,124,25.58,54.45,
LA-023,Cameron Parish,50.64,37,-6.15,56.79,
LA-025,Catahoula Parish,67.37,109,11.73,55.64,
LA-027,Claiborne Parish,65.37,108,13.16,52.21,
LA-029,Concordia Parish,65.21,104,9.02,56.19,
LA-031,De Soto Parish,62.87,110,12.96,49.91,
LA-033,East Baton Rouge Parish,60.94,65,0.66,60.28,
LA-035,East Carroll Parish,70.31,117,17.13,53.18,
LA-037,East Feliciana Parish,57.1,43,-4.55,61.65,
LA-039,Evangeline Parish,57.96,59,-0.9,58.86,
LA-041,Franklin Parish,74.23,122,20.28,53.95,
LA-043,Grant Parish,73.12,116,17.49,55.63,
LA-045,Iberia Parish,57.17,56,-1.36,58.53,
LA-047,Iberville Parish,61.67,67,2.45,59.22,
LA-049,Jackson Parish,70.83,114,16.55,54.28,
LA-051,Jefferson Parish,63.02,71,1.62,61.4,
LA-053,Jefferson Davis Parish,51.15,29,-7.38,58.53,
LA-055,Lafayette Parish,60.88,74,2.19,58.69,
LA-057,Lafourche Parish,53.44,27,-8.34,61.78,
LA-059,La Salle Parish,68.64,110,12.46,56.18,
LA-061,Lincoln Parish,64.87,105,11.84,53.03,
LA-063,Livingston Parish,66.29,82,4.55,61.74,
LA-065,Madison Parish,70.05,117,16.71,53.34,
LA-067,Morehouse Parish,68.81,113,15.61,53.2,
LA-069,Natchitoches Parish,74.02,120,21.14,52.88,
LA-071,Orleans Parish,59.35,59,-1.43,60.78,
LA-073,Ouachita Parish,71.55,116,18.25,53.3,
LA-075,Plaquemines Parish,59.61,63,-1.41,61.02,
LA-077,Pointe Coupee Parish,57.57,58,-1.51,59.08,
LA-079,Rapides Parish,70.29,109,13.23,57.06,
LA-081,Red River Parish,67.33,118,16.26,51.07,
LA-083,Richland Parish,75.71,122,22.17,53.54,
LA-085,Sabine Parish,68.1,119,16.46,51.64,
LA-087,St. Bernard Parish,58.78,55,-2.26,61.04,
LA-089,St. Charles Parish,61.96,68,0.55,61.41,
LA-091,St. Helena Parish,60.95,49,-2.01,62.96,
LA-093,St. James Parish,56.66,49,-4.26,60.92,
LA-095,St. John the Baptist Parish,61.23,63,0.4,60.83,
LA-097,St. Landry Parish,61.27,73,2.44,58.83,
LA-099,St. Martin Parish,58.87,60,-0.34,59.21,
LA-101,St. Mary Parish,51.17,31,-8.77,59.94,
LA-103,St. Tammany Parish,61.87,62,0.47,61.4,
LA-105,Tangipahoa Parish,63.73,66,1.09,62.64,
LA-107,Tensas Parish,66.61,111,12.21,54.4,
LA-109,Terrebonne Parish,46.01,10,-15.75,61.76,
LA-111,Union Parish,66.93,111,14.27,52.66,
LA-113,Vermilion Parish,53.42,46,-4.49,57.91,
LA-115,Vernon Parish,67.93,103,12.34,55.59,
LA-117,Washington Parish,68.19,88,6.06,62.13,
LA-119,Webster Parish,63.91,107,13.06,50.85,
LA-121,West Baton Rouge Parish,59.76,61,0.61,59.15,
LA-123,West Carroll Parish,71.18,118,17.97,53.21,
LA-125,West Feliciana Parish,56.12,44,-3.64,59.76,
LA-127,Winn Parish,74.95,118,19.69,55.26,
ME-001,Androscoggin County,43.89,64,-0.72,44.61,
ME-003,Aroostook County,35.67,42,-2.32,37.99,
ME-005,Cumberland County,44.0,62,-0.61,44.61,
ME-007,Franklin County,42.7,46,-1.52,44.22,
ME-009,Hancock County,41.55,32,-4.16,45.71,
ME-011,Kennebec County,40.91,45,-2.0,42.91,
ME-013,Knox County,45.2,57,-1.2,46.4,
ME-015,Lincoln County,43.27,52,-1.34,44.61,
ME-017,Oxford County,43.95,67,0.16,43.79,
ME-019,Penobscot County,38.44,38,-3.28,41.72,
ME-021,Piscataquis County,39.23,50,-2.21,41.44,
ME-023,Sagadahoc County,44.13,68,-0.36,44.49,
ME-025,Somerset County,38.16,34,-3.08,41.24,
ME-027,Waldo County,41.74,40,-3.01,44.75,
ME-029,Washington County,38.4,20,-5.87,44.27,
ME-031,York County,41.23,39,-3.25,44.48,
MD-001,Allegany County,40.05,86,2.52,37.53,
MD-003,Anne Arundel County,52.04,112,9.59,42.45,
MD-005,Baltimore County,48.68,91,5.3,43.38,
MD-009,Calvert County,56.32,120,13.37,42.95,
MD-011,Caroline County,51.52,108,8.1,43.42,
MD-013,Carroll County,42.62,65,0.24,42.38,
MD-015,Cecil County,46.08,74,2.32,43.76,
MD-017,Charles County,53.44,116,11.22,42.22,
MD-019,Dorchester County,51.49,109,7.98,43.51,
MD-021,Frederick County,40.05,52,-1.8,41.85,
MD-023,Garrett County,47.78,82,2.33,45.45,
MD-025,Harford County,46.01,73,2.29,43.72,
MD-027,Howard County,49.86,102,7.38,42.48,
MD-029,Kent County,43.31,69,0.46,42.85,
MD-031,Montgomery County,47.14,97,5.58,41.56,
MD-033,Prince George's County,54.85,118,12.56,42.29,
MD-035,Queen Anne's County,47.57,95,4.57,43,
MD-037,St. Mary's County,54.62,118,12.19,42.43,
MD-039,Somerset County,47.39,93,4.67,42.72,
MD-041,Talbot County,53.48,117,10.03,43.45,
MD-043,Washington County,36.14,46,-3.01,39.15,
MD-045,Wicomico County,48.82,98,5.13,43.69,
MD-047,Worcester County,46.52,87,3.38,43.14,
MD-510,Baltimore City,52.68,108,9.82,42.86,
MD-511,"Washington, D.C.",54.1,119,12.5,41.6,
MA-001,Barnstable County,40.03,36,-3.52,43.55,
MA-003,Berkshire County,42.04,41,-3.46,45.5,
MA-005,Bristol County,41.73,39,-2.85,44.58,
MA-007,Dukes County,40.01,37,-2.93,42.94,
MA-009,Essex County,41.24,48,-1.52,42.76,
MA-011,Franklin County,44.0,55,-1.02,45.02,
MA-013,Hampden County,42.58,35,-3.79,46.37,
MA-015,Hampshire County,43.99,44,-1.81,45.8,
MA-017,Middlesex County,40.92,41,-2.51,43.43,
MA-019,Nantucket County,38.15,39,-3.54,41.69,
MA-021,Norfolk County,45.17,57,0.19,44.98,
MA-023,Plymouth County,43.35,48,-1.72,45.07,
MA-025,Suffolk County,43.01,49,-1.28,44.29,
MA-027,Worcester County,43.43,53,-1.09,44.52,
MI-001,Alcona County,34.82,117,6.16,28.66,
MI-003,Alger County,44.5,125,12.24,32.26,
MI-005,Allegan County,37.88,94,3.66,34.22,
MI-007,Alpena County,37.59,122,8.56,29.03,
MI-009,Antrim County,44.7,125,13.13,31.57,
MI-011,Arenac County,35.22,116,6.84,28.38,
MI-013,Baraga County,39.43,115,7.15,32.28,
MI-015,Barry County,38.82,105,5.64,33.18,
MI-017,Bay County,34.29,108,5.34,28.95,
MI-019,Benzie County,39.49,119,8.0,31.49,
MI-021,Berrien County,35.4,48,-1.09,36.49,
MI-023,Branch County,35.3,58,0.84,34.46,
MI-025,Calhoun County,36.94,86,3.23,33.71,
MI-027,Cass County,35.22,48,-0.73,35.95,
MI-029,Charlevoix County,43.87,125,13.07,30.8,
MI-031,Cheboygan County,39.64,125,10.87,28.77,
MI-033,Chippewa County,39.0,116,7.12,31.88,
MI-035,Clare County,36.35,111,6.74,29.61,
MI-037,Clinton County,37.41,107,6.63,30.78,
MI-039,Crawford County,39.29,123,8.77,30.52,
MI-041,Delta County,39.71,122,8.88,30.83,
MI-043,Dickinson County,37.85,120,8.15,29.7,
MI-045,Eaton County,38.71,108,6.9,31.81,
MI-047,Emmet County,41.29,124,11.51,29.78,
MI-049,Genesee County,34.81,96,4.73,30.08,
MI-051,Gladwin County,35.77,117,6.89,28.88,
MI-053,Gogebic County,40.61,119,7.9,32.71,
MI-055,Grand Traverse County,40.26,124,9.76,30.5,
MI-057,Gratiot County,36.38,110,6.28,30.1,
MI-059,Hillsdale County,36.13,77,1.97,34.16,
MI-061,Houghton County,36.13,114,5.69,30.44,
MI-063,Huron County,32.92,90,3.27,29.65,
MI-065,Ingham County,38.03,110,7.25,30.78,
MI-067,Ionia County,37.93,107,6.19,31.74,
MI-069,Iosco County,34.68,114,5.87,28.81,
MI-071,Iron County,41.07,124,10.49,30.58,
MI-073,Isabella County,36.44,113,6.67,29.77,
MI-075,Jackson County,37.33,104,5.82,31.51,
MI-077,Kalamazoo County,35.91,75,1.33,34.58,
MI-079,Kalkaska County,42.21,124,10.85,31.36,
MI-081,Kent County,37.97,101,5.06,32.91,
MI-083,Keweenaw County,32.26,97,3.03,29.23,
MI-085,Lake County,36.38,92,3.82,32.56,
MI-087,Lapeer County,33.16,88,3.29,29.87,
MI-089,Leelanau County,41.47,122,11.25,30.22,
MI-091,Lenawee County,32.61,65,0.85,31.76,
MI-093,Livingston County,35.64,100,5.13,30.51,
MI-095,Luce County,36.57,102,4.59,31.98,
MI-097,Mackinac County,39.79,119,9.17,30.62,
MI-099,Macomb County,35.38,100,5.14,30.24,
MI-101,Manistee County,36.89,102,5.3,31.59,
MI-103,Marquette County,43.2,123,11.75,31.45,
MI-105,Mason County,34.99,93,3.92,31.07,
MI-107,Mecosta County,35.46,97,4.03,31.43,
MI-109,Menominee County,37.03,119,7.08,29.95,
MI-111,Midland County,35.25,114,6.08,29.17,
MI-113,Missaukee County,37.79,117,7.91,29.88,
MI-115,Monroe County,32.24,73,1.12,31.12,
MI-117,Montcalm County,39.01,110,7.43,31.58,
MI-119,Montmorency County,37.4,124,9.07,28.33,
MI-121,Muskegon County,37.31,100,5.19,32.12,
MI-123,Newaygo County,36.11,95,3.6,32.51,
MI-125,Oakland County,34.19,91,3.51,30.68,
MI-127,Oceana County,35.99,97,4.19,31.8,
MI-129,Ogemaw County,36.71,119,7.86,28.85,
MI-131,Ontonagon County,39.25,121,7.68,31.57,
MI-133,Osceola County,36.0,102,4.96,31.04,
MI-135,Oscoda County,36.22,121,7.45,28.77,
MI-137,Otsego County,41.72,125,11.58,30.14,
MI-139,Ottawa County,37.07,98,4.06,33.01,
MI-141,Presque Isle County,39.41,125,10.53,28.88,
MI-143,Roscommon County,36.63,119,7.05,29.58,
MI-145,Saginaw County,34.98,104,5.48,29.5,
MI-147,St. Clair County,34.04,86,3.43,30.61,
MI-149,St. Joseph County,34.41,54,0.14,34.27,
MI-151,Sanilac County,33.49,86,3.46,30.03,
MI-153,Schoolcraft County,44.31,123,12.94,31.37,
MI-155,Shiawassee County,37.53,114,7.5,30.03,
MI-157,Tuscola County,32.41,85,2.92,29.49,
MI-159,Van Buren County,36.93,74,1.47,35.46,
MI-161,Washtenaw County,35.85,109,6.0,29.85,
MI-163,Wayne County,35.9,103,5.27,30.63,
MI-165,Wexford County,38.57,111,6.68,31.89,
MN-001,Aitkin County,28.01,71,1.05,26.96,
MN-003,Anoka County,24.35,22,-4.77,29.12,
MN-005,Becker County,24.45,64,0.71,23.74,
MN-007,Beltrami County,24.55,72,1.07,23.48,
MN-009,Benton County,26.1,53,-0.55,26.65,
MN-011,Big Stone County,18.05,15,-4.55,22.6,
MN-013,Blue Earth County,33.38,102,4.54,28.84,
MN-015,Brown County,29.04,81,1.23,27.81,
MN-017,Carlton County,27.25,52,-0.68,27.93,
MN-019,Carver County,28.96,59,0.51,28.45,
MN-021,Cass County,24.9,50,-0.66,25.56,
MN-023,Chippewa County,21.66,31,-3.02,24.68,
MN-025,Chisago County,27.04,45,-2.14,29.18,
MN-027,Clay County,23.9,87,2.13,21.77,
MN-029,Clearwater County,24.98,76,1.44,23.54,
MN-031,Cook County,26.47,28,-2.74,29.21,
MN-033,Cottonwood County,26.56,58,-0.25,26.81,
MN-035,Crow Wing County,26.3,58,0.57,25.73,
MN-037,Dakota County,32.03,80,2.78,29.25,
MN-039,Dodge County,34.29,92,4.05,30.24,
MN-041,Douglas County,22.8,36,-2.01,24.81,
MN-043,Faribault County,31.1,75,1.53,29.57,
MN-045,Fillmore County,31.88,57,-0.16,32.04,
MN-047,Freeborn County,33.81,88,3.01,30.8,
MN-049,Goodhue County,32.73,82,2.99,29.74,
MN-051,Grant County,21.94,42,-1.51,23.45,
MN-053,Hennepin County,27.57,52,-1.33,28.9,
MN-055,Houston County,35.11,84,2.87,32.24,
MN-057,Hubbard County,24.87,55,-0.32,25.19,
MN-059,Isanti County,24.03,26,-4.7,28.73,
MN-061,Itasca County,26.03,62,0.66,25.37,
MN-063,Jackson County,25.14,39,-2.25,27.39,
MN-065,Kanabec County,27.62,59,-0.25,27.87,
MN-067,Kandiyohi County,22.65,38,-2.66,25.31,
MN-069,Kittson County,22.06,82,1.83,20.23,
MN-071,Koochiching County,23.49,34,-2.08,25.57,
MN-073,Lac qui Parle County,18.79,19,-5.06,23.85,
MN-075,Lake County,25.25,22,-3.33,28.58,
MN-077,Lake of the Woods County,20.32,27,-2.55,22.87,
MN-079,Le Sueur County,34.52,104,5.42,29.1,
MN-081,Lincoln County,21.59,32,-2.94,24.53,
MN-083,Lyon County,23.77,53,-1.03,24.8,
MN-085,McLeod County,21.98,14,-5.57,27.55,
MN-087,Mahnomen County,21.93,47,-1.05,22.98,
MN-089,Marshall County,22.16,80,1.55,20.61,
MN-091,Martin County,27.64,54,-0.91,28.55,
MN-093,Meeker County,20.7,15,-5.39,26.09,
MN-095,Mille Lacs County,25.92,47,-1.54,27.46,
MN-097,Morrison County,27.06,68,1.21,25.85,
MN-099,Mower County,31.42,57,-0.24,31.66,
MN-101,Murray County,24.84,49,-1.14,25.98,
MN-103,Nicollet County,28.9,61,-0.05,28.95,
MN-105,Nobles County,22.5,23,-4.49,26.99,
MN-107,Norman County,21.8,58,0.36,21.44,
MN-109,Olmsted County,33.12,84,2.17,30.95,
MN-111,Otter Tail County,26.64,84,2.63,24.01,
MN-113,Pennington County,22.28,67,1.04,21.24,
MN-115,Pine County,28.5,57,-0.2,28.7,
MN-117,Pipestone County,21.23,23,-3.72,24.95,
MN-119,Polk County,21.78,67,0.67,21.11,
MN-121,Pope County,21.77,36,-2.64,24.41,
MN-123,Ramsey County,27.39,48,-1.66,29.05,
MN-125,Red Lake County,22.2,68,0.71,21.49,
MN-127,Redwood County,26.61,71,0.72,25.89,
MN-129,Renville County,24.96,50,-1.43,26.39,
MN-131,Rice County,36.23,108,6.94,29.29,
MN-133,Rock County,19.1,8,-6.84,25.94,
MN-135,Roseau County,21.75,66,0.46,21.29,
MN-137,St. Louis County,24.64,27,-2.54,27.18,
MN-139,Scott County,31.58,78,2.73,28.85,
MN-141,Sherburne County,23.99,33,-3.65,27.64,
MN-143,Sibley County,24.84,27,-3.69,28.53,
MN-145,Stearns County,26.08,66,0.69,25.39,
MN-147,Steele County,36.66,109,7.05,29.61,
MN-149,Stevens County,18.7,14,-4.62,23.32,
MN-151,Swift County,21.05,30,-3.07,24.12,
MN-153,Todd County,27.05,75,2.01,25.04,
MN-155,Traverse County,19.18,29,-2.91,22.09,
MN-157,Wabasha County,32.9,86,2.34,30.56,
MN-159,Wadena County,25.07,58,-0.29,25.36,
MN-161,Waseca County,36.1,108,6.92,29.18,
MN-163,Washington County,29.19,61,-0.15,29.34,
MN-165,Watonwan County,31.79,96,3.77,28.02,
MN-167,Wilkin County,24.24,80,2.06,22.18,
MN-169,Winona County,34.35,84,2.53,31.82,
MN-171,Wright County,24.66,37,-2.89,27.55,
MN-173,Yellow Medicine County,21.87,31,-2.73,24.6,
MS-001,Adams County,68.74,111,12.23,56.51,
MS-003,Alcorn County,75.72,123,22.4,53.32,
MS-005,Amite County,64.02,77,2.75,61.27,
MS-007,Attala County,73.7,119,20.7,53,
MS-009,Benton County,67.89,113,13.65,54.24,
MS-011,Bolivar County,67.79,114,16.0,51.79,
MS-013,Calhoun County,63.22,101,9.63,53.59,
MS-015,Carroll County,69.44,114,16.57,52.87,
MS-017,Chickasaw County,69.84,114,16.42,53.42,
MS-019,Choctaw County,72.37,116,18.61,53.76,
MS-021,Claiborne County,67.36,112,12.49,54.87,
MS-023,Clarke County,71.98,117,14.53,57.45,
MS-025,Clay County,71.47,118,18.56,52.91,
MS-027,Coahoma County,64.43,111,12.74,51.69,
MS-029,Copiah County,72.98,119,17.46,55.52,
MS-031,Covington County,60.1,77,2.8,57.3,
MS-033,DeSoto County,61.13,103,9.62,51.51,
MS-035,Forrest County,57.34,52,-2.3,59.64,
MS-037,Franklin County,66.59,98,8.1,58.49,
MS-039,George County,60.02,45,-3.59,63.61,
MS-041,Greene County,64.71,82,3.49,61.22,
MS-043,Grenada County,67.11,109,14.38,52.73,
MS-045,Hancock County,58.02,48,-4.1,62.12,
MS-047,Harrison County,54.71,30,-7.7,62.41,
MS-049,Hinds County,78.43,124,25.53,52.9,
MS-051,Holmes County,69.9,116,17.39,52.51,
MS-053,Humphreys County,68.8,110,16.2,52.6,
MS-055,Issaquena County,69.79,116,16.93,52.86,
MS-057,Itawamba County,81.17,124,27.66,53.51,
MS-059,Jackson County,56.41,34,-6.22,62.63,
MS-061,Jasper County,68.49,109,10.79,57.7,
MS-063,Jefferson County,66.64,108,10.57,56.07,
MS-065,Jefferson Davis County,64.25,95,6.2,58.05,
MS-067,Jones County,61.97,84,3.93,58.04,
MS-069,Kemper County,68.63,114,14.58,54.05,
MS-071,Lafayette County,69.57,112,15.92,53.65,
MS-073,Lamar County,59.22,59,-0.7,59.92,
MS-075,Lauderdale County,67.98,111,12.17,55.81,
MS-077,Lawrence County,68.57,112,10.81,57.76,
MS-079,Leake County,73.16,119,19.18,53.98,
MS-081,Lee County,75.72,122,22.55,53.17,
MS-083,Leflore County,68.51,111,16.18,52.33,
MS-085,Lincoln County,69.71,109,11.29,58.42,
MS-087,Lowndes County,72.3,118,19.55,52.75,
MS-089,Madison County,75.75,123,23.49,52.26,
MS-091,Marion County,65.11,91,5.15,59.96,
MS-093,Marshall County,65.46,110,11.89,53.57,
MS-095,Monroe County,78.1,123,24.29,53.81,
MS-097,Montgomery County,70.72,113,17.73,52.99,
MS-099,Neshoba County,71.1,114,16.24,54.86,
MS-101,Newton County,71.78,117,15.66,56.12,
MS-103,Noxubee County,73.25,120,21.37,51.88,
MS-105,Oktibbeha County,73.26,118,20.73,52.53,
MS-107,Panola County,65.96,108,12.47,53.49,
MS-109,Pearl River County,63.38,75,1.78,61.6,
MS-111,Perry County,61.33,71,0.63,60.7,
MS-113,Pike County,69.14,96,7.88,61.26,
MS-115,Pontotoc County,73.05,118,19.54,53.51,
MS-117,Prentiss County,78.4,123,24.67,53.73,
MS-119,Quitman County,65.67,108,13.11,52.56,
MS-121,Rankin County,78.13,123,24.56,53.57,
MS-123,Scott County,75.16,121,20.55,54.61,
MS-125,Sharkey County,69.95,113,17.21,52.74,
MS-127,Simpson County,74.79,120,18.68,56.11,
MS-129,Smith County,70.07,115,13.46,56.61,
MS-131,Stone County,58.24,45,-4.38,62.62,
MS-133,Sunflower County,71.13,114,18.4,52.73,
MS-135,Tallahatchie County,68.36,112,15.51,52.85,
MS-137,Tate County,63.64,108,11.31,52.33,
MS-139,Tippah County,71.75,117,17.73,54.02,
MS-141,Tishomingo County,82.72,123,28.75,53.97,
MS-143,Tunica County,63.74,107,12.02,51.72,
MS-145,Union County,74.41,118,20.75,53.66,
MS-147,Walthall County,69.07,99,7.97,61.1,
MS-149,Warren County,71.59,118,18.53,53.06,
MS-151,Washington County,67.35,107,14.25,53.1,
MS-153,Wayne County,73.34,115,14.44,58.9,
MS-155,Webster County,65.78,107,12.67,53.11,
MS-157,Wilkinson County,60.11,66,0.97,59.14,
MS-159,Winston County,71.79,116,18.2,53.59,
MS-161,Yalobusha County,68.03,109,13.83,54.2,
MS-163,Yazoo County,74.59,122,22.25,52.34,
MO-001,Adair County,35.32,52,-1.73,37.05,
MO-003,Andrew County,35.93,65,0.37,35.56,
MO-005,Atchison County,24.19,6,-10.23,34.42,
MO-007,Audrain County,40.92,79,2.81,38.11,
MO-009,Barry County,55.06,112,10.66,44.4,
MO-011,Barton County,43.34,77,2.62,40.72,
MO-013,Bates County,42.07,71,1.88,40.19,
MO-015,Benton County,45.65,85,4.37,41.28,
MO-017,Bollinger County,59.34,114,14.26,45.08,
MO-019,Boone County,43.57,90,5.11,38.46,
MO-021,Buchanan County,38.68,80,2.84,35.84,
MO-023,Butler County,63.2,118,16.04,47.16,
MO-025,Caldwell County,37.21,65,0.41,36.8,
MO-027,Callaway County,44.21,95,5.89,38.32,
MO-029,Camden County,46.34,93,5.09,41.25,
MO-031,Cape Girardeau County,58.63,112,14.05,44.58,
MO-033,Carroll County,41.04,82,2.96,38.08,
MO-035,Carter County,62.16,120,17.07,45.09,
MO-037,Cass County,41.34,69,1.75,39.59,
MO-039,Cedar County,45.47,86,4.53,40.94,
MO-041,Chariton County,41.29,82,2.75,38.54,
MO-043,Christian County,51.45,107,8.29,43.16,
MO-045,Clark County,34.15,51,-1.44,35.59,
MO-047,Clay County,34.55,51,-2.44,36.99,
MO-049,Clinton County,35.25,53,-1.45,36.7,
MO-051,Cole County,43.46,86,4.61,38.85,
MO-053,Cooper County,40.2,71,1.4,38.8,
MO-055,Crawford County,50.11,108,9.57,40.54,
MO-057,Dade County,46.62,92,5.33,41.29,
MO-059,Dallas County,50.19,106,8.48,41.71,
MO-061,Daviess County,38.0,75,1.85,36.15,
MO-063,DeKalb County,37.37,73,1.44,35.93,
MO-065,Dent County,52.82,109,10.56,42.26,
MO-067,Douglas County,61.21,121,17.81,43.4,
MO-069,Dunklin County,57.7,102,9.76,47.94,
MO-071,Franklin County,46.63,104,7.28,39.35,
MO-073,Gasconade County,46.17,99,7.09,39.08,
MO-075,Gentry County,33.34,50,-2.13,35.47,
MO-077,Greene County,48.74,94,6.82,41.92,
MO-079,Grundy County,34.08,46,-2.15,36.23,
MO-081,Harrison County,32.12,41,-3.33,35.45,
MO-083,Henry County,43.63,83,3.04,40.59,
MO-085,Hickory County,49.85,105,8.61,41.24,
MO-087,Holt County,30.92,41,-4.14,35.06,
MO-089,Howard County,40.64,76,2.14,38.5,
MO-091,Howell County,60.35,120,15.52,44.83,
MO-093,Iron County,55.46,112,11.35,44.11,
MO-095,Jackson County,39.93,72,1.68,38.25,
MO-097,Jasper County,45.08,78,2.79,42.29,
MO-099,Jefferson County,49.83,113,10.1,39.73,
MO-101,Johnson County,42.31,79,2.21,40.1,
MO-103,Knox County,35.1,53,-1.99,37.09,
MO-105,Laclede County,51.02,108,8.94,42.08,
MO-107,Lafayette County,42.5,85,3.65,38.85,
MO-109,Lawrence County,49.42,96,6.48,42.94,
MO-111,Lewis County,36.12,61,-0.66,36.78,
MO-113,Lincoln County,42.53,87,4.23,38.3,
MO-115,Linn County,37.54,69,0.03,37.51,
MO-117,Livingston County,37.95,72,1.39,36.56,
MO-119,McDonald County,53.47,106,9.67,43.8,
MO-121,Macon County,38.93,72,0.96,37.97,
MO-123,Madison County,53.77,107,8.94,44.83,
MO-125,Maries County,45.53,89,5.36,40.17,
MO-127,Marion County,36.84,57,-0.31,37.15,
MO-129,Mercer County,30.92,33,-5.03,35.95,
MO-131,Miller County,43.97,82,3.59,40.38,
MO-133,Mississippi County,58.41,110,11.84,46.57,
MO-135,Moniteau County,41.29,76,2.16,39.13,
MO-137,Monroe County,37.47,61,-0.21,37.68,
MO-139,Montgomery County,41.87,80,3.44,38.43,
MO-141,Morgan County,41.66,74,1.08,40.58,
MO-143,New Madrid County,59.39,111,11.91,47.48,
MO-145,Newton County,48.82,92,5.57,43.25,
MO-147,Nodaway County,27.34,14,-7.64,34.98,
MO-149,Oregon County,60.08,115,14.43,45.65,
MO-151,Osage County,45.18,98,6.42,38.76,
MO-153,Ozark County,62.84,123,19.86,42.98,
MO-155,Pemiscot County,53.47,91,5.9,47.57,
MO-157,Perry County,48.61,94,5.52,43.09,
MO-159,Pettis County,41.18,73,1.85,39.33,
MO-161,Phelps County,48.05,102,7.43,40.62,
MO-163,Pike County,41.71,83,3.55,38.16,
MO-165,Platte County,35.2,58,-0.55,35.75,
MO-167,Polk County,48.85,103,7.84,41.01,
MO-169,Pulaski County,47.55,100,6.2,41.35,
MO-171,Putnam County,32.71,41,-3.56,36.27,
MO-173,Ralls County,37.23,60,-0.21,37.44,
MO-175,Randolph County,41.75,84,3.5,38.25,
MO-177,Ray County,36.93,58,-0.81,37.74,
MO-179,Reynolds County,59.8,115,15.22,44.58,
MO-181,Ripley County,61.25,116,14.39,46.86,
MO-183,St. Charles County,46.67,110,8.73,37.94,
MO-185,St. Clair County,45.73,90,4.84,40.89,
MO-186,Ste. Genevieve County,45.52,89,4.24,41.28,
MO-187,St. Francois County,48.62,94,6.15,42.47,
MO-189,St. Louis County,47.11,108,8.96,38.15,
MO-195,Saline County,39.99,74,1.34,38.65,
MO-197,Schuyler County,34.02,49,-2.39,36.41,
MO-199,Scotland County,34.3,52,-1.96,36.26,
MO-201,Scott County,57.92,110,12.32,45.6,
MO-203,Shannon County,58.64,115,14.51,44.13,
MO-205,Shelby County,37.17,60,-0.58,37.75,
MO-207,Stoddard County,61.41,115,14.84,46.57,
MO-209,Stone County,54.99,117,11.93,43.06,
MO-211,Sullivan County,33.77,43,-3.28,37.05,
MO-213,Taney County,62.23,122,19.66,42.57,
MO-215,Texas County,55.89,116,12.75,43.14,
MO-217,Vernon County,41.65,65,1.34,40.31,
MO-219,Warren County,44.3,88,4.81,39.49,
MO-221,Washington County,53.14,115,12.14,41,
MO-223,Wayne County,62.76,119,16.94,45.82,
MO-225,Webster County,52.91,110,9.96,42.95,
MO-227,Worth County,31.2,35,-4.09,35.29,
MO-229,Wright County,55.7,115,12.83,42.87,
MO-510,St. Louis City,45.51,106,7.53,37.98,
MT-001,Beaverhead County,17.64,17,-3.67,21.31,
MT-003,Big Horn County,13.17,26,-2.37,15.54,
