state,city,county,zipcode,latitude,longitude,name,distance
NE,Lincoln,Lancaster,68588,40.809,-96.6788,"El Dorado State Park, Kansas",327.3104
GA,Lithonia,DeKalb,30058,33.7128,-84.106,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",52.6164
TX,Little Elm,Denton,76227,33.1856,-96.929,"Little Sandy National Wildlife Refuge, Lindale",168.1182
AR,Little Rock,Pulaski,72295,34.7256,-92.3576,"Hot Springs National Park, Hot Springs",66.6315
CO,Littleton,Arapahoe,80166,39.5915,-105.0188,"Cherry Creek State Park, Aurora",16.8954
CA,Livermore,Alameda,94551,37.6862,-121.7608,"Yosemite National Park, California",196.3388
NY,Liverpool,Onondaga,13088,43.1061,-76.2093,"Ricketts Glen State Park",196.5856
MI,Livonia,Wayne,48154,42.3972,-83.3733,"Egypt Valley Wildlife Area",316.2583
NY,Lockport,Niagara,14095,43.1698,-78.6956,"Rothrock State Forest, State College",281.6515
CA,Lodi,San Joaquin,95242,38.1218,-121.2932,"Yosemite National Park, California",156.4044
UT,Logan,Cache,84341,41.74,-111.8419,"Jackson Hole",221.2226
GA,Loganville,Walton,30052,33.8353,-83.8957,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",64.9959
IL,Lombard,DuPage,60148,41.8742,-88.0157,"Grant Park, Chicago",32.6069
CA,Lompoc,Santa Barbara,93438,34.6618,-120.4714,"Channel Islands National Park, Ventura",97.7796
CA,Long Beach,Los Angeles,90853,33.7981,-118.1675,"Topanga State Park, Topanga",50.7569
CO,Longmont,Boulder,80504,40.1686,-105.1005,"Golden Gate Canyon State Park",46.7315
TX,Longview,Gregg,75660,32.5193,-94.7621,"Little Sandy National Wildlife Refuge, Lindale",48.6003
WA,Longview,Cowlitz,98632,46.1461,-122.9629,"Mt. Hood National Forest, Oregon",110.8543
FL,Longwood,Seminole,32750,28.7014,-81.3487,"Lake Eola Park, Orlando",17.5477
OH,Lorain,Lorain,44055,41.4409,-82.184,"Egypt Valley Wildlife Area",172.7289
CA,Los Gatos,Santa Clara,95036,37.2303,-121.956,"Yosemite National Park, California",224.5186
KY,Louisville,Jefferson,40299,38.1663,-85.6485,"Offshore Trap/Pot Waters Area, Western Atlantic Ocean",319.8431
CO,Loveland,Larimer,80539,40.4166,-105.0623,"Golden Gate Canyon State Park",72.7196
OH,Loveland,Hamilton,45140,39.2679,-84.2731,"Offshore Trap/Pot Waters Area, Western Atlantic Ocean",242.5964
MA,Lowell,Middlesex,01854,42.6389,-71.3217,"Odiorne Point State Park, Rye",66.9672
TX,Lubbock,Lubbock,79499,33.5659,-101.8878,"White Sands National Park",408.1487
TX,Lufkin,Angelina,75915,31.3217,-94.7277,"Little Sandy National Wildlife Refuge, Lindale",150.2229
NC,Lumberton,Robeson,28360,34.6312,-79.0186,"Lake Wateree State Recreation Area",171.4348
FL,Lutz,Hillsborough,33675,28.1396,-82.4467,"Lake Eola Park, Orlando",114.3527
VA,Lynchburg,Lynchburg,24514,37.4003,-79.1909,"Shenandoah National Park, Shenandoah",164.5829
MA,Lynn,Essex,01910,42.4779,-70.9663,"Odiorne Point State Park, Rye",66.6082
WA,Lynnwood,Snohomish,98046,47.8284,-122.3033,"Mount Rainier National Park, Washington",114.0487
CA,Lynwood,Los Angeles,90262,33.924,-118.2017,"Topanga State Park, Topanga",40.2158
GA,Macon,Bibb,31297,32.8065,-83.6974,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",153.6973
CA,Madera,Madera,93639,36.9631,-120.0782,"Yosemite National Park, California",111.0539
AL,Madison,Madison,35758,34.7114,-86.7626,"Sipsey Wilderness, Mt Hope",74.6452
WI,Madison,Dane,53794,43.0826,-89.3931,"Grant Park, Chicago",197.6927
TX,Magnolia,Montgomery,77355,30.2117,-95.7419,"Anahuac National Wildlife Refuge, Anahuac",141.4156
MA,Malden,Middlesex,2148,42.4305,-71.0576,"Odiorne Point State Park, Rye",74.091
VA,Manassas,Manassas,20110,38.7479,-77.4839,"Shenandoah National Park, Shenandoah",70.3606
NH,Manchester,Hillsborough,03111,42.9848,-71.4447,"Odiorne Point State Park, Rye",59.3339
LA,Mandeville,St. Tammany,70471,30.3751,-90.0904,"Gulf State Park, Gulf Shores",235.8834
KS,Manhattan,Riley,66506,39.1886,-96.6046,"El Dorado State Park, Kansas",147.6569
MN,Mankato,Blue Earth,56002,44.1712,-93.9773,"Wisconsin Interstate State Park",172.2622
OH,Mansfield,Richland,44907,40.7656,-82.5275,"Egypt Valley Wildlife Area",139.7589
TX,Mansfield,Tarrant,76063,32.569,-97.1211,"Little Sandy National Wildlife Refuge, Lindale",173.1146
CA,Manteca,San Joaquin,95337,37.7927,-121.2264,"Yosemite National Park, California",148.4742
AZ,Maricopa,Pinal,85139,33.0404,-112.0006,"Kartchner Caverns State Park, Benson",204.8338
GA,Marietta,Cobb,30090,33.9533,-84.5422,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",4.2666
OH,Marion,Marion,43302,40.5933,-83.1237,"Egypt Valley Wildlife Area",178.3784
LA,Marrero,Jefferson,70072,29.8871,-90.1127,"Gulf State Park, Gulf Shores",241.9163
CA,Martinez,Contra Costa,94553,37.9985,-122.116,"Yosemite National Park, California",226.5513
WV,Martinsburg,Berkeley,25404,39.4582,-77.9776,"Shenandoah National Park, Shenandoah",88.5318
WA,Marysville,Snohomish,98271,48.0809,-122.1561,"Mount Rainier National Park, Washington",137.377
TN,Maryville,Blount,37804,35.7468,-83.9789,"Cades Cove, Great Smoky Mountains National Park, Tennessee",21.982
OH,Mason,Warren,45040,39.3571,-84.3023,"Offshore Trap/Pot Waters Area, Western Atlantic Ocean",250.4104
NY,Massapequa,Nassau,11758,40.6676,-73.4706,"Ricketts Glen State Park",248.1179
OH,Massillon,Stark,44647,40.7838,-81.5254,"Egypt Valley Wildlife Area",82.0591
NC,Matthews,Mecklenburg,28106,35.1195,-80.7101,"Kings Mountain State Park, Blacksburg",57.7949
PA,Mechanicsburg,Cumberland,17055,40.2115,-77.006,"Rothrock State Forest, State College",89.5972
VA,Mechanicsville,Hanover,23116,37.6262,-77.3561,"Shenandoah National Park, Shenandoah",144.8264
MA,Medford,Middlesex,02156,42.4234,-71.1087,"Odiorne Point State Park, Rye",76.4604
OR,Medford,Jackson,97504,42.3372,-122.8537,"Redwood National and State Parks",157.2552
OH,Medina,Medina,44256,41.1358,-81.8694,"Egypt Valley Wildlife Area",130.1334
FL,Melbourne,Brevard,32941,28.1085,-80.6627,"Kissimmee Prairie Preserve State Park, Okeechobee",67.2152
TN,Memphis,Shelby,38197,35.1046,-89.9773,"Sipsey Wilderness, Mt Hope",247.74
OH,Mentor,Lake,44061,41.6895,-81.3361,"Hillman State Park, Burgettstown",158.2
CA,Merced,Merced,95348,37.3057,-120.4778,"Yosemite National Park, California",103.5463
CT,Meriden,New Haven,06451,41.5367,-72.7944,"Odiorne Point State Park, Rye",239.5386
ID,Meridian,Ada,83680,43.6112,-116.3968,"Bridge Creek Wildlife Area, Ukiah",258.0239
MS,Meridian,Lauderdale,39307,32.3846,-88.6896,"Ruffner Mountain Nature Center, Birmingham",226.3942
AZ,Mesa,Maricopa,85277,33.4017,-111.718,"Kartchner Caverns State Park, Benson",216.1608
TX,Mesquite,Dallas,75187,32.7623,-96.5889,"Little Sandy National Wildlife Refuge, Lindale",124.5686
LA,Metairie,Jefferson,70055,29.9977,-90.178,"Gulf State Park, Gulf Shores",246.1998
FL,Miami,Miami-Dade,33299,25.7839,-80.2102,"Oleta River State Park, North Miami",16.6686
FL,Miami Beach,Miami-Dade,33239,25.8171,-80.1396,"Oleta River State Park, North Miami",11.6314
FL,Middleburg,Clay,32068,30.0502,-81.9011,"Okefenokee National Wildlife Refuge, Folkston",88.7362
NY,Middletown,Orange,10940,41.4459,-74.4236,"Ricketts Glen State Park",156.1763
OH,Middletown,Butler,45044,39.5032,-84.366,"Offshore Trap/Pot Waters Area, Western Atlantic Ocean",264.6225
MI,Midland,Midland,48686,43.6241,-84.2319,"Grant Park, Chicago",338.158
TX,Midland,Midland,79711,32.0249,-102.1137,"White Sands National Park",390.0803
CT,Milford,New Haven,06461,41.2256,-73.0616,"Ricketts Glen State Park",270.0791
CA,Milpitas,Santa Clara,95035,37.4339,-121.8921,"Yosemite National Park, California",212.6938
FL,Milton,Santa Rosa,32583,30.6286,-87.0522,"Gulf State Park, Gulf Shores",69.2107
WI,Milwaukee,Milwaukee,53295,43.0642,-87.9673,"Grant Park, Chicago",135.0742
MN,Minneapolis,Hennepin,55488,44.9635,-93.2678,"Wisconsin Interstate State Park",68.7085
ND,Minot,Ward,58707,48.2375,-101.2781,"Fort Berthold Indian Reservation",101.0382
IN,Mishawaka,St. Joseph,46546,41.6736,-86.1669,"Grant Park, Chicago",122.7444
TX,Mission,Hidalgo,78574,26.2041,-98.3251,"Pedernales Falls State Park, Johnson City",456.3882
CA,Mission Viejo,Orange,92692,33.6095,-117.655,"Topanga State Park, Topanga",101.5131
MT,Missoula,Missoula,59812,46.875,-114.0214,"National Bison Range, Montana",53.9073
TX,Missouri City,Fort Bend,77545,29.563,-95.5365,"Anahuac National Wildlife Refuge, Anahuac",105.2804
AL,Mobile,Mobile,36695,30.6783,-88.1162,"Gulf State Park, Gulf Shores",65.1891
CA,Modesto,Stanislaus,95397,37.6374,-121.0028,"Yosemite National Park, California",131.2193
LA,Monroe,Ouachita,71217,32.5183,-92.0774,"Hot Springs National Park, Hot Springs",240.0327
MI,Monroe,Monroe,48162,41.9154,-83.385,"Egypt Valley Wildlife Area",276.3084
NC,Monroe,Union,28112,35.0061,-80.5595,"Kings Mountain State Park, Blacksburg",72.8525
CA,Montebello,Los Angeles,90640,34.0155,-118.1108,"Topanga State Park, Topanga",44.7413
CA,Monterey Park,Los Angeles,91756,34.0497,-118.1326,"Topanga State Park, Topanga",42.1609
AL,Montgomery,Montgomery,36191,32.3473,-86.2666,"Ruffner Mountain Nature Center, Birmingham",140.8606
TX,Montgomery,Montgomery,77356,30.3921,-95.6958,"Anahuac National Wildlife Refuge, Anahuac",148.2219
NC,Mooresville,Iredell,28117,35.5849,-80.8265,"Kings Mountain State Park, Blacksburg",69.0516
CA,Moreno Valley,Riverside,92557,33.9244,-117.2045,"Joshua Tree National Park, California",120.4241
CA,Morgan Hill,Santa Clara,95037,37.1326,-121.6417,"Yosemite National Park, California",202.6384
NC,Morganton,Burke,28680,35.7408,-81.7003,"Mount Mitchell State Park",54.7577
WV,Morgantown,Monongalia,26505,39.638,-79.9468,"Lantz Farm and Nature Preserve",61.7529
TN,Morristown,Hamblen,37815,36.2046,-83.3006,"Great Smoky Mountains National Park, Tennessee",68.0815
PA,Morrisville,Bucks,19067,40.2074,-74.78,"Ricketts Glen State Park",178.9224
TN,Mount Juliet,Wilson,37122,36.1991,-86.5114,"Sipsey Wilderness, Mt Hope",223.8923
MI,Mount Pleasant,Isabella,48859,43.5966,-84.7759,"Grant Park, Chicago",300.982
SC,Mount Pleasant,Charleston,29466,32.8538,-79.8204,"Lake Wateree State Recreation Area",194.7998
IL,Mount Prospect,Cook,60056,42.0641,-87.9375,"Grant Park, Chicago",33.4085
NY,Mount Vernon,Westchester,10553,40.9136,-73.8291,"Ricketts Glen State Park",211.5119
CA,Mountain View,Santa Clara,94043,37.4,-122.0796,"Yosemite National Park, California",229.6742
IN,Muncie,Delaware,47307,40.1989,-85.395,"Grant Park, Chicago",263.951
TN,Murfreesboro,Rutherford,37133,35.8492,-86.4119,"Sipsey Wilderness, Mt Hope",192.6665
CA,Murrieta,Riverside,92563,33.572,-117.1909,"Joshua Tree National Park, California",124.1964
MI,Muskegon,Muskegon,49442,43.2281,-86.2563,"Grant Park, Chicago",187.3466
SC,Myrtle Beach,Horry,29578,33.7096,-78.8843,"Lake Wateree State Recreation Area",196.8014
TX,Nacogdoches,Nacogdoches,75965,31.6134,-94.6528,"Little Sandy National Wildlife Refuge, Lindale",123.4163
ID,Nampa,Canyon,83687,43.5845,-116.5631,"Bridge Creek Wildlife Area, Ukiah",249.704
CA,Napa,Napa,94581,38.2976,-122.3011,"Sand Harbor State Park, Incline Village",228.6352
IL,Naperville,DuPage,60567,41.7483,-88.1657,"Grant Park, Chicago",47.2691
FL,Naples,Collier,34106,26.1504,-81.7936,"Myakka State Forest, Englewood",105.2894
NH,Nashua,Hillsborough,03064,42.7491,-71.491,"Odiorne Point State Park, Rye",71.0942
TN,Nashville,Davidson,37250,36.1715,-86.7843,"Sipsey Wilderness, Mt Hope",212.8957
CA,National City,San Diego,92136,32.6654,-117.0983,"Joshua Tree National Park, California",175.1914
MI,New Baltimore,Macomb,48047,42.6903,-82.7398,"Hillman State Park, Burgettstown",315.7338
MA,New Bedford,Bristol,02746,41.6697,-70.9428,"Odiorne Point State Park, Rye",154.4603
NC,New Bern,Craven,28562,35.0955,-77.0723,"Lake Wateree State Recreation Area",355.5495
TX,New Braunfels,Comal,78135,29.6994,-98.1148,"Pedernales Falls State Park, Johnson City",69.0661
CT,New Britain,Hartford,06053,41.6758,-72.7862,"Odiorne Point State Park, Rye",228.3059
NJ,New Brunswick,Middlesex,08933,40.487,-74.445,"Ricketts Glen State Park",181.7262
DE,New Castle,New Castle,19721,39.6685,-75.5692,"Ricketts Glen State Park",195.5216
PA,New Castle,Lawrence,16107,40.9956,-80.3459,"Hillman State Park, Burgettstown",60.43
CT,New Haven,New Haven,06540,41.3112,-72.9246,"Odiorne Point State Park, Rye",265.1866
LA,New Iberia,Iberia,70563,30.0049,-91.8202,"Anahuac National Wildlife Refuge, Anahuac",257.4052
LA,New Orleans,Orleans,70195,30.0687,-89.9288,"Gulf State Park, Gulf Shores",221.4394
FL,New Port Richey,Pasco,34656,28.2468,-82.717,"Lake Eola Park, Orlando",135.5955
NY,New Rochelle,Westchester,10805,40.9305,-73.7836,"Ricketts Glen State Park",214.7959
NY,New York,New York,11697,40.6943,-73.9249,"Ricketts Glen State Park",211.0133
DE,Newark,New Castle,19726,39.6776,-75.7573,"Ricketts Glen State Park",190.1769
NJ,Newark,Essex,07199,40.7245,-74.1725,"Ricketts Glen State Park",190.3393
OH,Newark,Licking,43093,40.0705,-82.4251,"Egypt Valley Wildlife Area",111.631
GA,Newnan,Coweta,30271,33.3766,-84.7761,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",69.1369
CA,Newport Beach,Orange,92663,33.6151,-117.8669,"Topanga State Park, Topanga",85.1561
VA,Newport News,Newport News,23630,37.1051,-76.5185,"Shenandoah National Park, Shenandoah",236.0046
NY,Niagara Falls,Niagara,14305,43.0921,-79.0147,"Rothrock State Forest, State College",281.4148
IN,Noblesville,Hamilton,46062,40.0354,-86.0042,"Grant Park, Chicago",245.6781
GA,Norcross,Gwinnett,30071,33.9379,-84.2065,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",34.6364
VA,Norfolk,Norfolk,23551,36.8945,-76.259,"Shenandoah National Park, Shenandoah",268.7929
IL,Normal,McLean,61790,40.5218,-88.9881,"Grant Park, Chicago",189.0857
PA,Norristown,Montgomery,19409,40.1224,-75.3398,"Ricketts Glen State Park",157.2313
SC,North Charleston,Charleston,29485,32.9066,-80.0722,"Lake Wateree State Recreation Area",178.9737
FL,North Fort Myers,Lee,33918,26.7243,-81.8491,"Myakka State Forest, Englewood",52.3976
NV,North Las Vegas,Clark,89115,36.288,-115.0901,"Mojave National Preserve, Kelso",132.9918
AR,North Little Rock,Pulaski,72214,34.7808,-92.2371,"Hot Springs National Park, Hot Springs",79.0915
FL,North Port,Sarasota,34293,27.0577,-82.1975,"Myakka State Forest, Englewood",11.7139
TX,North Richland Hills,Tarrant,76185,32.8605,-97.218,"Little Sandy National Wildlife Refuge, Lindale",184.3353
CA,Norwalk,Los Angeles,90652,33.9069,-118.0829,"Topanga State Park, Topanga",50.9044
CT,Norwalk,Fairfield,06858,41.1144,-73.4215,"Ricketts Glen State Park",241.2175
CA,Novato,Marin,94998,38.092,-122.5576,"Sand Harbor State Park, Incline Village",259.1549
MI,Novi,Oakland,48377,42.4786,-83.4893,"Egypt Valley Wildlife Area",329.2388
IL,Oak Lawn,Cook,60453,41.7139,-87.7528,"Grant Park, Chicago",21.084
IL,Oak Park,Cook,60304,41.8872,-87.7899,"Grant Park, Chicago",13.9605
CA,Oakland,Alameda,94705,37.7903,-122.2165,"Yosemite National Park, California",235.3579
FL,Ocala,Marion,34483,29.178,-82.1511,"Lake Eola Park, Orlando",103.4292
CA,Oceanside,San Diego,92068,33.2247,-117.3083,"Joshua Tree National Park, California",149.5134
TX,Odessa,Ector,79769,31.8831,-102.3406,"White Sands National Park",373.4788
UT,Ogden,Weber,84415,41.2278,-111.9682,"Manti-La Sal National Forest, Price",232.3538
KS,Olathe,Johnson,66063,38.8832,-94.8198,"El Dorado State Park, Kansas",203.2358
MS,Olive Branch,DeSoto,38654,34.961,-89.8469,"Sipsey Wilderness, Mt Hope",231.4634
WA,Olympia,Thurston,98511,47.0417,-122.8959,"Mount Rainier National Park, Washington",90.5189
NE,Omaha,Douglas,68198,41.2627,-96.0522,"El Dorado State Park, Kansas",382.4871
CA,Ontario,San Bernardino,91764,34.0393,-117.6064,"Topanga State Park, Topanga",90.5532
CA,Orange,Orange,92869,33.8038,-117.8218,"Topanga State Park, Topanga",77.5977
TX,Orange,Orange,77632,30.121,-93.7616,"Anahuac National Wildlife Refuge, Anahuac",87.2891
FL,Orange Park,Clay,32073,30.1706,-81.7041,"Okefenokee National Wildlife Refuge, Folkston",87.5931
OR,Oregon City,Clackamas,97045,45.3415,-122.5927,"Mt. Hood National Forest, Oregon",53.0045
UT,Orem,Utah,84097,40.2983,-111.6992,"Manti-La Sal National Forest, Price",126.5452
IL,Orland Park,Cook,60467,41.6074,-87.8619,"Grant Park, Chicago",35.9398
FL,Orlando,Orange,32897,28.4772,-81.3369,"Lake Eola Park, Orlando",8.3195
FL,Ormond Beach,Volusia,32176,29.296,-81.1003,"Little Big Econ State Forest",69.1955
CA,Oroville,Butte,95966,39.4999,-121.5634,"Sand Harbor State Park, Incline Village",144.3127
WI,Oshkosh,Winnebago,54985,44.0228,-88.5619,"Grant Park, Chicago",250.6196
KS,Overland Park,Johnson,66283,38.887,-94.687,"Eagle Bluffs Conservation Area, Columbia",195.2831
FL,Oviedo,Seminole,32766,28.658,-81.1872,"Little Big Econ State Forest",8.2552
KY,Owensboro,Daviess,42304,37.7574,-87.1173,"Cades Cove, Great Smoky Mountains National Park, Tennessee",379.5515
MD,Owings Mills,Baltimore,21117,39.4115,-76.7913,"Shenandoah National Park, Shenandoah",151.8406
CA,Oxnard,Ventura,93036,34.1963,-119.1815,"Malibu Creek State Park, Calabasas",42.648
KY,Paducah,McCracken,42003,37.0711,-88.6436,"Danville Conservation Area, New Florence",320.4446
OH,Painesville,Lake,44077,41.724,-81.2536,"Hillman State Park, Burgettstown",158.2944
IL,Palatine,Cook,60095,42.1181,-88.043,"Grant Park, Chicago",43.9651
FL,Palm Bay,Brevard,32976,27.955,-80.6627,"Kissimmee Prairie Preserve State Park, Okeechobee",54.1133
FL,Palm Beach Gardens,Palm Beach,33418,26.8466,-80.1679,"Oleta River State Park, North Miami",102.8804
FL,Palm Coast,Flagler,32164,29.5392,-81.246,"Little Big Econ State Forest",97.2137
CA,Palm Desert,Riverside,92260,33.7378,-116.3695,"Joshua Tree National Park, California",46.1845
FL,Palm Harbor,Pinellas,34684,28.0847,-82.7481,"Myakka State Forest, Englewood",130.1214
CA,Palmdale,Los Angeles,93599,34.5944,-118.1057,"Topanga State Park, Topanga",71.1428
CA,Palo Alto,Santa Clara,95033,37.3913,-122.1468,"Yosemite National Park, California",235.6704
FL,Panama City,Bay,32412,30.1995,-85.6004,"Gulf State Park, Gulf Shores",195.7216
CA,Paramount,Los Angeles,90723,33.8976,-118.1652,"Topanga State Park, Topanga",44.5795
CO,Parker,Douglas,80138,39.5084,-104.7753,"Cherry Creek State Park, Aurora",15.4126
MD,Parkville,Baltimore,21234,39.3832,-76.5519,"Shenandoah National Park, Shenandoah",168.4145
CA,Pasadena,Los Angeles,91189,34.1597,-118.139,"Topanga State Park, Topanga",41.9241
MD,Pasadena,Anne Arundel,21412,39.1552,-76.5537,"Shenandoah National Park, Shenandoah",158.6935
TX,Pasadena,Harris,77586,29.6583,-95.1499,"Anahuac National Wildlife Refuge, Anahuac",67.9444
WA,Pasco,Franklin,99302,46.2506,-119.1304,"Bridge Creek Wildlife Area, Ukiah",134.965
NJ,Passaic,Passaic,7055,40.8574,-74.1282,"Ricketts Glen State Park",188.9317
NJ,Paterson,Passaic,07544,40.9147,-74.1624,"Ricketts Glen State Park",184.3783
RI,Pawtucket,Providence,02862,41.8744,-71.3743,"Odiorne Point State Park, Rye",141.203
MA,Peabody,Essex,01961,42.5335,-70.9724,"Odiorne Point State Park, Rye",60.9057
TX,Pearland,Brazoria,77588,29.5585,-95.3215,"Anahuac National Wildlife Refuge, Anahuac",84.5577
FL,Pensacola,Escambia,32591,30.4427,-87.1886,"Gulf State Park, Gulf Shores",47.3911
AZ,Peoria,Maricopa,85385,33.7844,-112.2989,"Petrified Forest National Park, Arizona",260.7751
IL,Peoria,Peoria,61656,40.752,-89.6153,"Grant Park, Chicago",208.2004
CA,Perris,Riverside,92599,33.7899,-117.2233,"Joshua Tree National Park, California",122.5897
NJ,Perth Amboy,Middlesex,08862,40.5203,-74.2724,"Ricketts Glen State Park",192.4317
CA,Petaluma,Sonoma,94954,38.2423,-122.6267,"Sand Harbor State Park, Incline Village",256.8813
VA,Petersburg,Petersburg,23805,37.2043,-77.3913,"Shenandoah National Park, Shenandoah",184.1869
TX,Pflugerville,Travis,78691,30.452,-97.6022,"Pedernales Falls State Park, Johnson City",64.8873
TX,Pharr,Hidalgo,78577,26.1685,-98.1904,"Pedernales Falls State Park, Johnson City",460.3463
AL,Phenix City,Russell,36869,32.4588,-85.0251,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",173.7703
PA,Philadelphia,Philadelphia,19255,40.0077,-75.1339,"Ricketts Glen State Park",177.29
AZ,Phoenix,Maricopa,85383,33.5722,-112.0891,"Kartchner Caverns State Park, Benson",252.5021
CA,Pico Rivera,Los Angeles,90662,33.9902,-118.0888,"Topanga State Park, Topanga",47.339
AR,Pine Bluff,Jefferson,71612,34.2116,-92.0178,"Hot Springs National Park, Hot Springs",100.1466
CA,Pittsburg,Contra Costa,94565,38.0182,-121.8964,"Yosemite National Park, California",207.4789
PA,Pittsburgh,Allegheny,15295,40.4396,-79.9762,"Hillman State Park, Burgettstown",35.9696
CA,Placentia,Orange,92871,33.8807,-117.8553,"Topanga State Park, Topanga",71.5072
IL,Plainfield,Will,60586,41.6206,-88.2252,"Grant Park, Chicago",57.5717
NJ,Plainfield,Union,07063,40.6154,-74.4157,"Ricketts Glen State Park",176.7603
TX,Plano,Collin,75093,33.0502,-96.7487,"Little Sandy National Wildlife Refuge, Lindale",146.9946
FL,Plant City,Hillsborough,33566,28.014,-82.1201,"Lake Eola Park, Orlando",94.0249
CA,Pleasanton,Alameda,94588,37.6663,-121.8805,"Yosemite National Park, California",207.0592
ID,Pocatello,Bannock,83209,42.8724,-112.4646,"Jackson Hole",154.7564
CA,Pomona,Los Angeles,91769,34.0585,-117.7626,"Topanga State Park, Topanga",76.0561
FL,Pompano Beach,Broward,33097,26.2428,-80.1312,"Oleta River State Park, North Miami",35.7386
MI,Pontiac,Oakland,48343,42.6493,-83.2878,"Egypt Valley Wildlife Area",335.0397
TX,Port Arthur,Jefferson,77655,29.8554,-93.9264,"Anahuac National Wildlife Refuge, Anahuac",57.3565
FL,Port Charlotte,Charlotte,33980,26.9918,-82.114,"Myakka State Forest, Englewood",17.1014
FL,Port Orange,Volusia,32129,29.1084,-81.0137,"Little Big Econ State Forest",49.1359
WA,Port Orchard,Kitsap,98367,47.5163,-122.661,"Mount Rainier National Park, Washington",99.9345
CA,Porterville,Tulare,93257,36.0644,-119.0338,"Kings Canyon National Park, California",101.072
ME,Portland,Cumberland,04124,43.6773,-70.2715,"Odiorne Point State Park, Rye",78.7161
OR,Portland,Multnomah,97294,45.5372,-122.65,"Mt. Hood National Forest, Oregon",56.629
VA,Portsmouth,Portsmouth,23709,36.8468,-76.354,"Shenandoah National Park, Shenandoah",267.4209
MD,Potomac,Montgomery,20859,39.0141,-77.1943,"Shenandoah National Park, Shenandoah",101.2981
PA,Pottstown,Montgomery,19464,40.2507,-75.6444,"Ricketts Glen State Park",132.6894
NY,Poughkeepsie,Dutchess,12603,41.6949,-73.921,"Ricketts Glen State Park",201.194
GA,Powder Springs,Cobb,30127,33.8659,-84.6838,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",15.6244
AZ,Prescott,Yavapai,86313,34.585,-112.4475,"Petrified Forest National Park, Arizona",243.9538
NJ,Princeton,Mercer,08544,40.3563,-74.6693,"Ricketts Glen State Park",174.7471
RI,Providence,Providence,02940,41.823,-71.4187,"Odiorne Point State Park, Rye",147.8875
UT,Provo,Utah,84606,40.2457,-111.6457,"Manti-La Sal National Forest, Price",119.8918
CO,Pueblo,Pueblo,81012,38.2705,-104.6112,"Garden of Gods, Colorado Springs",71.2342
FL,Punta Gorda,Charlotte,33950,26.8933,-82.0516,"Myakka State Forest, Englewood",25.5778
WA,Puyallup,Pierce,98374,47.1794,-122.2902,"Mount Rainier National Park, Washington",54.1414
AZ,Queen Creek,Maricopa,85142,33.2386,-111.6343,"Kartchner Caverns State Park, Benson",197.0328
IL,Quincy,Adams,62305,39.9335,-91.3799,"Danville Conservation Area, New Florence",119.2851
MA,Quincy,Norfolk,02269,42.2516,-71.0183,"Odiorne Point State Park, Rye",91.96
WI,Racine,Racine,53408,42.7274,-87.8135,"Grant Park, Chicago",95.9228
NC,Raleigh,Wake,27698,35.8325,-78.6435,"Kings Mountain State Park, Blacksburg",256.7927
CA,Rancho Cordova,Sacramento,95827,38.574,-121.2523,"Sand Harbor State Park, Incline Village",133.7857
CA,Rancho Cucamonga,San Bernardino,91739,34.1248,-117.5666,"Topanga State Park, Topanga",94.0391
SD,Rapid City,Pennington,57703,44.0716,-103.2204,"Bear Butte State Park, Sturgis",47.7345
PA,Reading,Berks,19612,40.34,-75.9267,"Ricketts Glen State Park",115.2404
CA,Redding,Shasta,96003,40.5698,-122.365,"Whiskeytown National Recreation Area, Whiskeytown",18.2517
CA,Redlands,San Bernardino,92375,34.0511,-117.1712,"Joshua Tree National Park, California",118.6722
WA,Redmond,King,98073,47.6762,-122.1169,"Mount Rainier National Park, Washington",93.297
CA,Redondo Beach,Los Angeles,90278,33.8574,-118.3766,"Topanga State Park, Topanga",32.6331
CA,Redwood City,San Mateo,94065,37.5026,-122.2252,"Yosemite National Park, California",239.8446
NV,Reno,Washoe,89599,39.5497,-119.8483,"Sand Harbor State Park, Incline Village",39.708
WA,Renton,King,98059,47.4784,-122.1919,"Mount Rainier National Park, Washington",75.2529
MA,Revere,Suffolk,2151,42.4192,-71.0036,"Odiorne Point State Park, Rye",73.7591
OH,Reynoldsburg,Franklin,43069,39.9587,-82.7944,"Egypt Valley Wildlife Area",144.1076
CA,Rialto,San Bernardino,92377,34.1174,-117.3894,"Topanga State Park, Topanga",110.325
TX,Richardson,Dallas,75085,32.9717,-96.7093,"Little Sandy National Wildlife Refuge, Lindale",140.7353
WA,Richland,Benton,99354,46.2824,-119.2938,"Bridge Creek Wildlife Area, Ukiah",140.3415
CA,Richmond,Contra Costa,94850,37.9477,-122.339,"Yosemite National Park, California",245.8777
KY,Richmond,Madison,40476,37.7306,-84.2926,"Offshore Trap/Pot Waters Area, Western Atlantic Ocean",203.4641
TX,Richmond,Fort Bend,77469,29.5825,-95.7602,"Anahuac National Wildlife Refuge, Anahuac",126.805
